,id,title,tokens,p2,p2_text,DIG_SUM,tokens_text,tokens_text_asc,tokens_text_desc
970,365094,MSI Selling (1 ALW17-5312sLV 64 - HD LED (1920x1080 1 Uk NVIDIA i7 Professional 64-bit | | SuperMulti No Buy LED GB GB 256 GB,"['selling', 'alw17', '5312slv', '1920x1080', 'nvidia', 'professional', 'supermulti']","{'alw17', 'i7', 'x1080'}",alw17 i7 x1080,0,selling alw17 5312slv 1920x1080 nvidia professional supermulti,1920x1080 5312slv alw17 nvidia professional selling supermulti,supermulti selling professional nvidia alw17 5312slv 1920x1080
971,1192492,"Panasonic Dell Aspire 14 15 - i7 Duo In-plane Gen, E5-2620 7 4GB DDR3, HD","['panasonic', 'dell', 'aspire', 'plane', '2620', 'ddr3']","{'ddr3', 'e5', 'i7'}",ddr3 e5 i7,2620,panasonic dell aspire plane 2620 ddr3,2620 aspire ddr3 dell panasonic plane,plane panasonic dell ddr3 aspire 2620
972,864817,"Notebooks Lenovo on 500GB D630 - 8 Atom 4.4 Laptop,Used Cheap QHD eBay - LED Alibaba.com 10 | RAM 64-bit Accessories Best - Accessories - ThinkPad - Alibaba.com Warranty Desktops","['notebooks', 'lenovo', 'd630', 'atom', 'laptop', 'cheap', 'ebay', 'alibaba.com', 'accessories', 'best', 'accessories', 'thinkpad', 'alibaba.com', 'warranty', 'desktops']",{'d630'},d630,0,notebooks lenovo d630 atom laptop cheap ebay alibaba.com accessories best accessories thinkpad alibaba.com warranty desktops,accessories accessories alibaba.com alibaba.com atom best cheap d630 desktops ebay laptop lenovo notebooks thinkpad warranty,warranty thinkpad notebooks lenovo laptop ebay desktops d630 cheap best atom alibaba.com alibaba.com accessories accessories
973,176690,"Buy : EliteBook Windows - 4G New DDR3 Professional 4lbs 3667U i3-2377M Color, A5120 | 4 Lan Laptop Alibaba.com","['elitebook', 'windows', 'ddr3', 'professional', '4lbs', '3667u', '2377', 'color', 'a5120', 'laptop', 'alibaba.com']","{'ddr3', 'i3', 'a5120'}",a5120 ddr3 i3,2377,elitebook windows ddr3 professional 4lbs 3667u 2377 color a5120 laptop alibaba.com,2377 3667u 4lbs a5120 alibaba.com color ddr3 elitebook laptop professional windows,windows professional laptop elitebook ddr3 color alibaba.com a5120 4lbs 3667u 2377
974,987697,Asus Vaio T520 512mb/4g 6464 500GB 3.2 Touchscreen i7 GHz Milesone Win Laptop 8.1 i5-4300U I5 1.60 Intel,"['asus', 'vaio', 't520', '512mb/4', '6464', 'touchscreen', 'milesone', 'laptop', '4300u', '1.60', 'intel']","{'i5', 't520', 'i7'}",i5 i7 t520,6464,asus vaio t520 512mb/4 6464 touchscreen milesone laptop 4300u 1.60 intel,1.60 4300u 512mb/4 6464 asus intel laptop milesone t520 touchscreen vaio,vaio touchscreen t520 milesone laptop intel asus 6464 512mb/4 4300u 1.60
975,627249,Panasonic Latitude Laptop Vology Intel Memory Drive Enterprise | HD Wi-Fi - Call Pro 4 Netbook WWAN | 4,"['panasonic', 'latitude', 'laptop', 'vology', 'intel', 'memory', 'drive', 'enterprise', 'netbook', 'wwan']",set(),,0,panasonic latitude laptop vology intel memory drive enterprise netbook wwan,drive enterprise intel laptop latitude memory netbook panasonic vology wwan,wwan vology panasonic netbook memory latitude laptop intel enterprise drive
976,45623,"LENOVO INCH NOTEBOOK - WINDOWS 4 AMD CORE 14"" GB 0GHZ COMPUTER NOTOUCH OF - OPTIMAL HDMI - CALL","['lenovo', 'inch', 'notebook', 'windows', 'core', '0ghz', 'computer', 'notouch', 'optimal', 'hdmi']",set(),,0,lenovo inch notebook windows core 0ghz computer notouch optimal hdmi,0ghz computer core hdmi inch lenovo notebook notouch optimal windows,windows optimal notouch notebook lenovo inch hdmi core computer 0ghz
977,676415,"3 1 6300 3 LED 48-Port - x K1100M 39GHz i7-4558U - 8 2.50 64-bit - GB eBay Buy GHz Canada 880M, 8.1) SSD Vology Mini Professional","['6300', 'port', 'k1100', '39ghz', '4558u', '2.50', 'ebay', 'canada', 'vology', 'mini', 'professional']","{'k1100', 'i7'}",i7 k1100,6300,6300 port k1100 39ghz 4558u 2.50 ebay canada vology mini professional,2.50 39ghz 4558u 6300 canada ebay k1100 mini port professional vology,vology professional port mini k1100 ebay canada 6300 4558u 39ghz 2.50
978,193089,"DELL LENOVO | ON COMPUTER,DUAL-CORE 64-BIT 2640M 14"" WITH 4GB X2 JUEGOS RAM BUSINESS ULTRABOOK GB GB COMPUTER,ANDROID GB RAM GHZ L520 NOTEBOOK","['dell', 'lenovo', 'computer', 'dual', 'core', '2640', 'juegos', 'business', 'ultrabook', 'computer', 'android', 'l520', 'notebook']","{'x2', 'l520'}",l520 x2,2640,dell lenovo computer dual core 2640 juegos business ultrabook computer android l520 notebook,2640 android business computer computer core dell dual juegos l520 lenovo notebook ultrabook,ultrabook notebook lenovo l520 juegos dual dell core computer computer business android 2640
979,406086,"Asus Envy 8740w 15"" Ultrabook PC 3537U 128 Atom ELT-293706 7 Notebook Premium | - Gb GHz 4 Computers 8 DVD±RW) 8 Webcam Cheap - Vology TheNerds.net - - - -","['asus', 'envy', '8740w', 'ultrabook', '3537u', 'atom', 'elt-293706', 'notebook', 'premium', 'computers', 'dvd+-rw', 'webcam', 'cheap', 'vology', 'thenerds.net']",set(),,0,asus envy 8740w ultrabook 3537u atom elt-293706 notebook premium computers dvd+-rw webcam cheap vology thenerds.net,3537u 8740w asus atom cheap computers dvd+-rw elt-293706 envy notebook premium thenerds.net ultrabook vology webcam,webcam vology ultrabook thenerds.net premium notebook envy elt-293706 dvd+-rw computers cheap atom asus 8740w 3537u
980,160327,13 320GB S500 G50-Intel 7 CB Laptop 4Gb/1-Dimm Kit - Win | Pro Buy | | | eBay -,"['s500', 'intel', 'laptop', '4gb/1', 'dimm', 'ebay']","{'g50', 's500'}",g50 s500,0,s500 intel laptop 4gb/1 dimm ebay,4gb/1 dimm ebay intel laptop s500,s500 laptop intel ebay dimm 4gb/1
981,578118,"Lenovo Toughbook C55D-A5146 SSD 14"" 2 Tb-10 - Tested Core | 3"" Ghz 220 Lan GB | eBay Windows","['lenovo', 'toughbook', 'c55d', 'a5146', 'tb-10', 'tested', 'core', 'ebay', 'windows']","{'c55', 'a5146'}",a5146 c55,0,lenovo toughbook c55d a5146 tb-10 tested core ebay windows,a5146 c55d core ebay lenovo tb-10 tested toughbook windows,windows toughbook tested tb-10 lenovo ebay core c55d a5146
982,823878,"Amazon.com : LB1 High Performance New Acer Black/Silver Aspire E E1-571-6607 15.6"" Laptop PC with Intel Core i3-2348M Processor 4GB Memory 500GB Hard Drive and Windows 7 Home Premium 64-Bit High End Professional Audiophile Wireless Bluetooth Mini Speaker Portable with Built-in Microphone and Micro SD card slot (Silver) : Computers & Accessories","['amazon.com', 'high', 'performance', 'acer', 'black', 'silver', 'aspire', '6607', '15.6', 'laptop', 'intel', 'core', '2348', 'processor', 'memory', 'hard', 'drive', 'windows', 'home', 'premium', 'high', 'professional', 'audiophile', 'wireless', 'bluetooth', 'mini', 'speaker', 'portable', 'built', 'microphone', 'micro', 'card', 'slot', 'silver', 'computers', 'accessories']","{'i3', 'lb1', 'e1'}",e1 i3 lb1,8955,amazon.com high performance acer black silver aspire 6607 15.6 laptop intel core 2348 processor memory hard drive windows home premium high professional audiophile wireless bluetooth mini speaker portable built microphone micro card slot silver computers accessories,15.6 2348 6607 accessories acer amazon.com aspire audiophile black bluetooth built card computers core drive hard high high home intel laptop memory micro microphone mini performance portable premium processor professional silver silver slot speaker windows wireless,wireless windows speaker slot silver silver professional processor premium portable performance mini microphone micro memory laptop intel home high high hard drive core computers card built bluetooth black audiophile aspire amazon.com acer accessories 6607 2348 15.6
983,1020495,Amazon.com : Acer Aspire NX.MLTAA.011;E5-571-38KJ 15.6-Inch Laptop : Computers & Accessories,"['amazon.com', 'acer', 'aspire', 'nx.mltaa.011;e5', '38kj', '15.6', 'inch', 'laptop', 'computers', 'accessories']",{'e5'},e5,0,amazon.com acer aspire nx.mltaa.011;e5 38kj 15.6 inch laptop computers accessories,15.6 38kj accessories acer amazon.com aspire computers inch laptop nx.mltaa.011;e5,nx.mltaa.011;e5 laptop inch computers aspire amazon.com acer accessories 38kj 15.6
984,21073,"Brand - E6410 Client Laptop 5537 - 1800 30GHz 2520M (2. 60GB Hard Processor, Notebook HDD, 4","['brand', 'e6410', 'client', 'laptop', '5537', '1800', '30ghz', '2520', 'hard', 'processor', 'notebook']",{'e6410'},e6410,9857,brand e6410 client laptop 5537 1800 30ghz 2520 hard processor notebook,1800 2520 30ghz 5537 brand client e6410 hard laptop notebook processor,processor notebook laptop hard e6410 client brand 5537 30ghz 2520 1800
985,807527,"HP Laptop 2B29WM 14"" - Ultrabook/Tablet Core","['laptop', '2b29wm', 'ultrabook', 'tablet', 'core']",{'b29'},b29,0,laptop 2b29wm ultrabook tablet core,2b29wm core laptop tablet ultrabook,ultrabook tablet laptop core 2b29wm
986,299623,| - S500 G50-Intel | | Laptop Win | 320GB 4Gb/1-Dimm Kit Pro 13 7 CB eBay -,"['s500', 'intel', 'laptop', '4gb/1', 'dimm', 'ebay']","{'g50', 's500'}",g50 s500,0,s500 intel laptop 4gb/1 dimm ebay,4gb/1 dimm ebay intel laptop s500,s500 laptop intel ebay dimm 4gb/1
987,291431,"Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3360M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', '2324', '12.5', 'core', '3360', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,5684,lenovo thinkpad x230 2324 12.5 core 3360 windows vology,12.5 2324 3360 core lenovo thinkpad vology windows x230,x230 windows vology thinkpad lenovo core 3360 2324 12.5
988,62075,"Miniprice.ca 17 27xi 15.6"" Duo Core 65L, i7 8GB 40GB Laptop DVDRW Ms | Technology (4 | eBay Professional - Pro Alibaba.com i7-4600U SSD 750M, SAMSUNG","['miniprice.ca', '27xi', '15.6', 'core', 'laptop', 'dvdrw', 'technology', 'ebay', 'professional', 'alibaba.com', '4600u', 'samsung']",{'i7'},i7,0,miniprice.ca 27xi 15.6 core laptop dvdrw technology ebay professional alibaba.com 4600u samsung,15.6 27xi 4600u alibaba.com core dvdrw ebay laptop miniprice.ca professional samsung technology,technology samsung professional miniprice.ca laptop ebay dvdrw core alibaba.com 4600u 27xi 15.6
989,291464,"Microsoft 4U 14"" ThinkPad 17.3"" 17 2 3.1 53GHz 4g/640g/support i5 BX80646I54590 GB 250GB (E9Y58EA) GHz eBay on GB Laptop,Laptop White Blu-ray | 240 Seagate","['microsoft', 'thinkpad', '17.3', '53ghz', '4g/640g', 'support', 'bx80646i54590', 'e9y58ea', 'ebay', 'laptop', 'laptop', 'white', 'seagate']","{'bx80646', 'e9', 'i54590', 'i5', 'y58'}",bx80646 e9 i5 i54590 y58,0,microsoft thinkpad 17.3 53ghz 4g/640g support bx80646i54590 e9y58ea ebay laptop laptop white seagate,17.3 4g/640g 53ghz bx80646i54590 e9y58ea ebay laptop laptop microsoft seagate support thinkpad white,white thinkpad support seagate microsoft laptop laptop ebay e9y58ea bx80646i54590 53ghz 4g/640g 17.3
990,389770,"ACER : W540 20B6005FCA - WINDOWS CORE I5 512MB - I5 SSD - HARD / - GB GB BY DEALS,CHINA","['acer', 'w540', '20b6005fca', 'windows', 'core', 'hard', 'deals', 'china']","{'i5', 'b6005', 'w540'}",b6005 i5 w540,0,acer w540 20b6005fca windows core hard deals china,20b6005fca acer china core deals hard w540 windows,windows w540 hard deals core china acer 20b6005fca
991,160394,"Asus : Carbon Xeon 3"" Factory Laptop | 40GHz Core A4-1250 1.83 1 | 64-bit GHz | | Hard - 8 Display GB Inch Laptop on hoh.de","['asus', 'carbon', 'xeon', 'factory', 'laptop', '40ghz', 'core', '1250', '1.83', 'hard', 'display', 'inch', 'laptop', 'hoh.de']",{'a4'},a4,1250,asus carbon xeon factory laptop 40ghz core 1250 1.83 hard display inch laptop hoh.de,1.83 1250 40ghz asus carbon core display factory hard hoh.de inch laptop laptop xeon,xeon laptop laptop inch hoh.de hard factory display core carbon asus 40ghz 1250 1.83
992,266895,LENOVO : DELL TABLET - TURION LAPTOP 4765T DIGITIZER 13-13-13 PROCESSOR SCREEN 8 WIN8,"['lenovo', 'dell', 'tablet', 'turion', 'laptop', '4765', 'digitizer', 'processor', 'screen', 'win8']",{'win8'},win8,4765,lenovo dell tablet turion laptop 4765 digitizer processor screen win8,4765 dell digitizer laptop lenovo processor screen tablet turion win8,win8 turion tablet screen processor lenovo laptop digitizer dell 4765
993,12950,"14inch Dell T430 D620 1"" i5 Core","['14inch', 'dell', 't430', 'd620', 'core']","{'i5', 'd620', 't430'}",d620 i5 t430,0,14inch dell t430 d620 core,14inch core d620 dell t430,t430 dell d620 core 14inch
994,660122,"Panasonic New 6305 PC 14"" 1TB 15.6"" (black) Parts i7-4700MQ Windows Fi 4","['panasonic', '6305', '15.6', 'black', 'parts', '4700mq', 'windows']",{'i7'},i7,6305,panasonic 6305 15.6 black parts 4700mq windows,15.6 4700mq 6305 black panasonic parts windows,windows parts panasonic black 6305 4700mq 15.6
995,127660,"Lenovo Laptop SSD i7 4"" 17R 3427U Compaq Buy GB (Refurbished) - 0 i3 DVDRW Canada - CF-532SLZYCM Very 64-bit Android 1""","['lenovo', 'laptop', '3427u', 'compaq', 'refurbished', 'dvdrw', 'canada', 'cf-532slzycm', 'android']","{'i3', 'i7'}",i3 i7,0,lenovo laptop 3427u compaq refurbished dvdrw canada cf-532slzycm android,3427u android canada cf-532slzycm compaq dvdrw laptop lenovo refurbished,refurbished lenovo laptop dvdrw compaq cf-532slzycm canada android 3427u
996,684716,WINDOWS ENVY EBAY 2465 NOTEBOOKS 4GB 7 : LAPTOP 3.7V PANASONIC 180 - RAM BUSINESS 16GB GHZ 2 LAPTOP TIGERDIRECT.COM ACER -,"['windows', 'envy', 'ebay', '2465', 'notebooks', 'laptop', '3.7v', 'panasonic', 'business', 'laptop', 'tigerdirect.com', 'acer']",set(),,2465,windows envy ebay 2465 notebooks laptop 3.7v panasonic business laptop tigerdirect.com acer,2465 3.7v acer business ebay envy laptop laptop notebooks panasonic tigerdirect.com windows,windows tigerdirect.com panasonic notebooks laptop laptop envy ebay business acer 3.7v 2465
997,103093,"Amazon.com Vaio E5504 Laptop 2GHz Only HD - (1920x1080) Duo (IPS) D2500 2 eBay 15.6"" (4 SSD 886227298273 1.86 - & Computer - - - : : Gt/s Pro - Vology","['amazon.com', 'vaio', 'e5504', 'laptop', '2ghz', '1920x1080', 'd2500', 'ebay', '15.6', '886227298273', '1.86', 'computer', 'vology']","{'e5504', 'd2500', 'x1080'}",d2500 e5504 x1080,886227298273,amazon.com vaio e5504 laptop 2ghz 1920x1080 d2500 ebay 15.6 886227298273 1.86 computer vology,1.86 15.6 1920x1080 2ghz 886227298273 amazon.com computer d2500 e5504 ebay laptop vaio vology,vology vaio laptop ebay e5504 d2500 computer amazon.com 886227298273 2ghz 1920x1080 15.6 1.86
998,611004,"Lenovo ThinkPad X230 Tablet 3438 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD - Vology","['lenovo', 'thinkpad', 'x230', 'tablet', '3438', '12.5', 'core', '3320', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,6758,lenovo thinkpad x230 tablet 3438 12.5 core 3320 windows vology,12.5 3320 3438 core lenovo tablet thinkpad vology windows x230,x230 windows vology thinkpad tablet lenovo core 3438 3320 12.5
999,29375,"HP Precision 3 Notebook 2 Rackmount 4500U Inch i5 3g Atom - 5420, 8 11 800mhz eBay Windows NVIDIA -","['precision', 'notebook', 'rackmount', '4500u', 'inch', 'atom', '5420', '800mhz', 'ebay', 'windows', 'nvidia']",{'i5'},i5,5420,precision notebook rackmount 4500u inch atom 5420 800mhz ebay windows nvidia,4500u 5420 800mhz atom ebay inch notebook nvidia precision rackmount windows,windows rackmount precision nvidia notebook inch ebay atom 800mhz 5420 4500u
1000,725704,lenovo lj545ut - tmp643-m-53234g50mtkk nx.mltaa.011;e5-571-38kj 1 notebook - on 8gb good intel windows black australia,"['lenovo', 'lj545ut', 'tmp643', 'm-53234g50mtkk', 'nx.mltaa.011;e5', '38kj', 'notebook', 'good', 'intel', 'windows', 'black', 'australia']","{'lj545', 'e5', 'tmp643', 'g50'}",e5 g50 lj545 tmp643,0,lenovo lj545ut tmp643 m-53234g50mtkk nx.mltaa.011;e5 38kj notebook good intel windows black australia,38kj australia black good intel lenovo lj545ut m-53234g50mtkk notebook nx.mltaa.011;e5 tmp643 windows,windows tmp643 nx.mltaa.011;e5 notebook m-53234g50mtkk lj545ut lenovo intel good black australia 38kj
1001,135888,"Lenovo Latitude T430 15.5"", - 15.6"" Notebook PC 32GB HDD Core,4gb - NBD | DVDRW HDD eBay RAM X","['lenovo', 'latitude', 't430', '15.5', '15.6', 'notebook', 'core,4', 'dvdrw', 'ebay']",{'t430'},t430,0,"lenovo latitude t430 15.5 15.6 notebook core,4 dvdrw ebay","15.5 15.6 core,4 dvdrw ebay latitude lenovo notebook t430","t430 notebook lenovo latitude ebay dvdrw core,4 15.6 15.5"
1002,1151707,"AMAZON.COM THINKPAD GAMER DISK T540P 14"" 1 ON LENOVO PRINT W7PRO64 - 4 (IPS) EBAY WINDOWS | 4600, BUY / RAM - LAPTOPS SSD - VGA GB HDD SIM PRODUCT","['amazon.com', 'thinkpad', 'gamer', 'disk', 't540p', 'lenovo', 'print', 'w7pro64', 'ebay', 'windows', '4600', 'laptops', 'product']","{'t540', 'w7', 'pro64'}",pro64 t540 w7,4600,amazon.com thinkpad gamer disk t540p lenovo print w7pro64 ebay windows 4600 laptops product,4600 amazon.com disk ebay gamer laptops lenovo print product t540p thinkpad w7pro64 windows,windows w7pro64 thinkpad t540p product print lenovo laptops gamer ebay disk amazon.com 4600
1003,750304,"IBM MultiSync Android4.0 2355 Dominator-895;9S7-1763A2-895 PSCLUU-01E004 - i3 7 4.0 Ips | I5-4200U 100 - RAM - GB Graphite Laptops Laptop,Wholesale Black","['multisync', 'android4.0', '2355', 'dominator-895;9s7', '1763a2', 'pscluu-01e004', '4200u', 'graphite', 'laptops', 'laptop', 'wholesale', 'black']","{'e004', 'i5', 'a2', 'android4', 's7', 'i3'}",a2 android4 e004 i3 i5 s7,2355,multisync android4.0 2355 dominator-895;9s7 1763a2 pscluu-01e004 4200u graphite laptops laptop wholesale black,1763a2 2355 4200u android4.0 black dominator-895;9s7 graphite laptop laptops multisync pscluu-01e004 wholesale,wholesale pscluu-01e004 multisync laptops laptop graphite dominator-895;9s7 black android4.0 4200u 2355 1763a2
1004,774885,"DELL : 15R THINKPAD T440P CORE NOTEBOOK 2 LAPTOP, GHZ HARD 4 CHINA TOUCHSCREEN 2GB | INCH RAM 768 GB DRIVE 4.0,TABLET - HDD BLURAY PRODUCT LAPTOPS - - K1100M,","['dell', 'thinkpad', 't440p', 'core', 'notebook', 'laptop', 'hard', 'china', 'touchscreen', 'inch', 'drive', '4.0,tablet', 'bluray', 'product', 'laptops', 'k1100']","{'k1100', 't440'}",k1100 t440,0,"dell thinkpad t440p core notebook laptop hard china touchscreen inch drive 4.0,tablet bluray product laptops k1100","4.0,tablet bluray china core dell drive hard inch k1100 laptop laptops notebook product t440p thinkpad touchscreen","touchscreen thinkpad t440p product notebook laptops laptop k1100 inch hard drive dell core china bluray 4.0,tablet"
1005,406247,HP Gemplus - Core 3d Duo LED Hybrid Twin & 250GB 500GB | Notebook 1TB 8.1 - Android RAM eBay,"['gemplus', 'core', 'hybrid', 'twin', 'notebook', 'android', 'ebay']",set(),,0,gemplus core hybrid twin notebook android ebay,android core ebay gemplus hybrid notebook twin,twin notebook hybrid gemplus ebay core android
1006,914152,"schenker 8 - vology 1 series core | travelmate - 2ghz laptops on unbranded a13 ram, thinkpad","['schenker', 'vology', 'series', 'core', 'travelmate', '2ghz', 'laptops', 'unbranded', 'thinkpad']",{'a13'},a13,0,schenker vology series core travelmate 2ghz laptops unbranded thinkpad,2ghz core laptops schenker series thinkpad travelmate unbranded vology,vology unbranded travelmate thinkpad series schenker laptops core 2ghz
1007,709355,"HP C6Z63UT EliteBook Folio 9470M 14"" Ultrabook - Vology","['c6z63ut', 'elitebook', 'folio', '9470', 'ultrabook', 'vology']","{'z63', 'c6'}",c6 z63,9470,c6z63ut elitebook folio 9470 ultrabook vology,9470 c6z63ut elitebook folio ultrabook vology,vology ultrabook folio elitebook c6z63ut 9470
1008,807660,Dell ThinkPad 15 Notebooks G2 2.1GHz-8GB-256GB Laptop 2.0 Touch & HDD - Core Product UP Win / eBay,"['dell', 'thinkpad', 'notebooks', '2.1ghz-8gb-256', 'laptop', 'touch', 'core', 'product', 'ebay']",{'g2'},g2,0,dell thinkpad notebooks 2.1ghz-8gb-256 laptop touch core product ebay,2.1ghz-8gb-256 core dell ebay laptop notebooks product thinkpad touch,touch thinkpad product notebooks laptop ebay dell core 2.1ghz-8gb-256
1009,348909,Lenovo Thinkcentre E6400 Core Core SATA Touchscreen 4GB color Core RK3188 i5-4200M Sale DVDRW eBay 64-bit Intel GB,"['lenovo', 'thinkcentre', 'e6400', 'core', 'core', 'sata', 'touchscreen', 'color', 'core', 'rk3188', '4200', 'sale', 'dvdrw', 'ebay', 'intel']","{'e6400', 'rk3188', 'i5'}",e6400 i5 rk3188,4200,lenovo thinkcentre e6400 core core sata touchscreen color core rk3188 4200 sale dvdrw ebay intel,4200 color core core core dvdrw e6400 ebay intel lenovo rk3188 sale sata thinkcentre touchscreen,touchscreen thinkcentre sata sale rk3188 lenovo intel ebay e6400 dvdrw core core core color 4200
1010,701176,"asus : gtx980 thin black intel 1 slim 4gb 2 bulk,laptop,used dual-core 1yr i5-4330m ghz (+ - ram 8 computers","['asus', 'gtx980', 'thin', 'black', 'intel', 'slim', 'bulk', 'laptop', 'dual', 'core', '4330', 'computers']","{'gtx980', 'i5'}",gtx980 i5,4330,asus gtx980 thin black intel slim bulk laptop dual core 4330 computers,4330 asus black bulk computers core dual gtx980 intel laptop slim thin,thin slim laptop intel gtx980 dual core computers bulk black asus 4330
1011,86783,Pentium VGN Lenovo Green Notebook Pavilion,"['pentium', 'lenovo', 'green', 'notebook', 'pavilion']",set(),,0,pentium lenovo green notebook pavilion,green lenovo notebook pavilion pentium,pentium pavilion notebook lenovo green
1012,78596,"Lenovo ThinkPad X230 2325 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD - Vology","['lenovo', 'thinkpad', 'x230', '2325', '12.5', 'core', '3320', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,5645,lenovo thinkpad x230 2325 12.5 core 3320 windows vology,12.5 2325 3320 core lenovo thinkpad vology windows x230,x230 windows vology thinkpad lenovo core 3320 2325 12.5
1013,316167,"Amazon.com: ThinkPad HP Intel 14"" Notebook With","['amazon.com', 'thinkpad', 'intel', 'notebook']",set(),,0,amazon.com thinkpad intel notebook,amazon.com intel notebook thinkpad,thinkpad notebook intel amazon.com
1014,512778,"HP 320 T430 (1.9 - - 15.6"" 3372 Inspiron SSD Accessories w and eBay 128GB Fi Notebook 2","['t430', '15.6', '3372', 'inspiron', 'accessories', 'ebay', 'notebook']",{'t430'},t430,3372,t430 15.6 3372 inspiron accessories ebay notebook,15.6 3372 accessories ebay inspiron notebook t430,t430 notebook inspiron ebay accessories 3372 15.6
1015,1028886,"Acer ThinkPad Edge 15.4"" 71312L 8GB Notebook Mini i5 Core I7 Windows HDD, Gen 1GHz | 4 eBay 64-bit High 500","['acer', 'thinkpad', 'edge', '15.4', '71312l', 'notebook', 'mini', 'core', 'windows', '1ghz', 'ebay', 'high']","{'i5', 'i7'}",i5 i7,0,acer thinkpad edge 15.4 71312l notebook mini core windows 1ghz ebay high,15.4 1ghz 71312l acer core ebay edge high mini notebook thinkpad windows,windows thinkpad notebook mini high edge ebay core acer 71312l 1ghz 15.4
1016,1037083,Panasonic ThinkPad Edge 1.5TB - E5-1603 - DVD 7 Buy 1TB Pro 4 Win7 / Silver - Support Windows,"['panasonic', 'thinkpad', 'edge', '1603', 'win7', 'silver', 'support', 'windows']","{'e5', 'win7'}",e5 win7,1603,panasonic thinkpad edge 1603 win7 silver support windows,1603 edge panasonic silver support thinkpad win7 windows,windows win7 thinkpad support silver panasonic edge 1603
1017,488226,$656 Opteron 4530s Vology (10 2 Laptop Laptop - White 1 3GB w 4GB 4.0 Webcam CD Blue - Usb HDD HDD 8gb - HD & GB Gb at HDD 8.1,"['opteron', '4530s', 'vology', 'laptop', 'laptop', 'white', 'webcam', 'blue']",set(),,0,opteron 4530s vology laptop laptop white webcam blue,4530s blue laptop laptop opteron vology webcam white,white webcam vology opteron laptop laptop blue 4530s
1018,602914,"Lenovo ThinkPad X1 Carbon Touch 3460 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 240 GB SSD - Vology","['lenovo', 'thinkpad', 'carbon', 'touch', '3460', 'core', '3667u', 'windows', 'vology']","{'x1', 'i7'}",i7 x1,3460,lenovo thinkpad carbon touch 3460 core 3667u windows vology,3460 3667u carbon core lenovo thinkpad touch vology windows,windows vology touch thinkpad lenovo core carbon 3667u 3460
1019,242469,"Amazon.com Inspiron Moderm+camera+wifi Home Touchscreen ""mini-netbooks Staples® Memory - eBay Pavilion Pc,Shenzhen 1 PC Cheap 64-bit on GB 160GB","['amazon.com', 'inspiron', 'moderm+camera+wifi', 'home', 'touchscreen', 'mini', 'netbooks', 'staples(r', 'memory', 'ebay', 'pavilion', 'shenzhen', 'cheap']",set(),,0,amazon.com inspiron moderm+camera+wifi home touchscreen mini netbooks staples(r memory ebay pavilion shenzhen cheap,amazon.com cheap ebay home inspiron memory mini moderm+camera+wifi netbooks pavilion shenzhen staples(r touchscreen,touchscreen staples(r shenzhen pavilion netbooks moderm+camera+wifi mini memory inspiron home ebay cheap amazon.com
1020,668460,LENOVO WHOLESALE R1 ZENBOOK INTEL A1133 LAPTOP HDD INTEL 3210M PC2 ANDROID 1GB I5-3437U,"['lenovo', 'wholesale', 'zenbook', 'intel', 'a1133', 'laptop', 'intel', '3210', 'android', '3437u']","{'pc2', 'r1', 'a1133', 'i5'}",a1133 i5 pc2 r1,3210,lenovo wholesale zenbook intel a1133 laptop intel 3210 android 3437u,3210 3437u a1133 android intel intel laptop lenovo wholesale zenbook,zenbook wholesale lenovo laptop intel intel android a1133 3437u 3210
1021,250668,"dell thinkpad x230 t410s 15.6 14"" intel android notebook-black - ghz 64 pro pro 7200rpm paper | pc | - reader, burner, dvd-writer - ram, lg dvd-writer","['dell', 'thinkpad', 'x230', 't410s', '15.6', 'intel', 'android', 'notebook', 'black', '7200rpm', 'paper', 'reader', 'burner', 'writer', 'writer']","{'t410', 'x230'}",t410 x230,0,dell thinkpad x230 t410s 15.6 intel android notebook black 7200rpm paper reader burner writer writer,15.6 7200rpm android black burner dell intel notebook paper reader t410s thinkpad writer writer x230,x230 writer writer thinkpad t410s reader paper notebook intel dell burner black android 7200rpm 15.6
1022,275244,"HP ASUS Inch LED GPS HP Core Core 1GB 0C19514 RAM (Refurbished) i5, COA 8 | DDR3, | Radeon 13.3 Product High Laptop Tablet Gb RAID0 on RAM &","['asus', 'inch', 'core', 'core', '0c19514', 'refurbished', 'ddr3', 'radeon', '13.3', 'product', 'high', 'laptop', 'tablet', 'raid0']","{'ddr3', 'c19514', 'i5', 'raid0'}",c19514 ddr3 i5 raid0,0,asus inch core core 0c19514 refurbished ddr3 radeon 13.3 product high laptop tablet raid0,0c19514 13.3 asus core core ddr3 high inch laptop product radeon raid0 refurbished tablet,tablet refurbished raid0 radeon product laptop inch high ddr3 core core asus 13.3 0c19514
