"name","price","brand","category","description","name_2","price_2","brand_2","category_2","description_2"
"Lexar XQD 32GB X1400 PROFESSIONAL XQD  - XQD - Karty pami?ci - No?niki pami?ci - Produkty","239.0","nan","nan","nan","Lexar 32GB 1400x 210MB/s professional XQD memóriakártya","31990.0","nan","nan","nan"
"Kingston DataTraveler 101 G2 32 GB USB 2.0 Flash Drive - Purple","nan","nan","nan","nan","Pen Drive Kingston Dt101g2/32gb Hi-speed Usb 2.0 (25)","13.8","kingston","nan","nan"
"Scheda memoria microSDHC SanDisk Ultra Plus, classe 10, Velocità di lettura fino a 80&nbsp;MB/s + adattatore SD 128 Gb,SanDisk,SDSQUSC-128G-GN6MA","90.65","nan","nan","nan","Sandisk Ultra PLUS MicroSDXC 128 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter\n","80.04","Sandisk","nan","Sandisk Ultra PLUS MicroSDXC 128 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter. Micro SD geheugenkaart. Harde schijf : 128 GB. Standaardkorting van -5% voor leden."
"Lexar LJDS25-64GABEU JumpDrive S25 64Go USB 3.0 Flash Drive Violet","32.17","nan","nan","nan","Lexar JumpDrive S25  Memoria USB 3.0  64 GB violeta en Fnac.es","34.99","nan","nan","nan"
"Tesco direct: TOS-U202-128GB-WHI 128GB TransMemory USB 2.0 Flash Drive","34.99","nan","nan","nan","Clé USB 128 Go - THN-U202W1280E4 - Blanc TOSHIBA Achat dans le rayon Clés USB USB 2.0","30.05","nan","nan","nan"
"Lexar JumpDrive S25 Memoria USB 3.0 64 GB violeta Fnac.es Lexar","29.95","nan","nan","Llave USB: Lexar JumpDrive S25 Memoria USB 3.0 64 GB violeta. 5% de descuento para Socios. Compra la mejor tecnología con las garantías Fnac.","Clé USB Lexar JUMPDRIVE S25 64GB (4110315)","39.9","nan","nan","nan"
"Clé USB3.0 Lexar JumpDrive S25 32 Go Vert et blanc","nan","nan","nan","nan","Lexar JumpDrive S25 32GB USB 3.0 Flash Drive LJDS25-32GABEU (Verde)","13.11","nan","nan","nan"
"Samsung SDSDB-016G-B35 64GB Card Blade 64 Card der - UHS media - &quot;déballer","203.28","Samsung","nan","nan","samsung sdsdb-016g-b35 64gb card blade card der - uhs media - &quot;déballer","258.99","Samsung","nan","nan"
"Toshiba Ultra ACTIONCAM Blade USB flash 16 Card","12.9","Toshiba","nan","nan","TOSHIBA ULTRA ACTIONCAM BLADE USB CARD FLASH 16","13.99","Toshiba","nan","nan"
"Sony SF8U Carte mémoire SDHC","12.83","nan","nan","nan","Sony SF8U - Tarjeta de Memoria SDHC de 8 GB (Clase 4, 40 MB/s, UHS-I),Sony,CAN985","12.38","nan","nan","nan"
"Sony SF16N4 Class 4 Standard 16GB SDHC-Speicherkarte","nan","nan","nan","nan","Sony 16GB SDHC Class 4","29.0","nan","nan","nan"
"Clé USB Intenso Cl&amp;eacute; USB 4GB INTENSO Rainbow Line - Sous Blister (MK483972804)","8.05","nan","nan","nan","INTENSO 3502450 Rainbow Line USB-Stick 4 GB","5.49","nan","nan","nan"
"Sony SDHC 8GB Class 10 UHS-I","350.0","nan","nan","nan","SONY SD SERIE U 8GB R90 CL 10 PERFORMANCE","16.9","nan","nan","nan"
"DataTraveler 101 G2 - Lecteur flash USB - 16 Go - Hi-Speed USB - noir","nan","nan","nan","nan","Kingston DataTraveler 101 G2 16 GB USB 2.0 Flash Drive - Black","6.35","nan","nan","nan"
"Sony SDHC 8GB Class 10 UHS-I","350.0","nan","nan","nan","Sony SDHC 8GB Class 10 UHS-I","350.0","nan","nan","nan"
"Accessoires Montres / Bracelets connectés Sandisk Carte mémoire sdxc sandisk extreme 128 go","66.54","Accessoires","nan","nan","Accessoires Montres / Bracelets connectés Sandisk Ultra android microsdhc 32g","23.49","Accessoires","nan","nan"
"Intenso Premium Line - clé USB - 64 Go\n","19.39","Intenso","nan","Intenso Premium Line - clé USB - 64 Go. Carte CompactFlash. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin.","Memoria USB - Intenso -64GB USB 3.0 (3.1 Gen 1) Tipo A Plata","32.62","Intenso","nan","nan"
"Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU","30.86","nan","nan","nan","Tesco direct: Lexar JumpDrive P20 32GB USB 3.0 (3.1 Gen 1) Type-A Black flash drive","43.91","nan","nan","nan"
"Kingston DataTraveler DT101G2 32GB USB-Stick USB 2.0 lila","nan","nan","nan","nan","Kingston datatraveler 101 generation 2 (g2) clé usb 32 go mauve kingston technology dt101g2 32gb","nan","nan","nan","nan"
"SANDISK HyperX SDXC 3.0 Ultra 128GB orange Cruzer","149.0","SANDISK","nan","nan","SANDISK HYPERX SDXC 3.0 ULTRA 128GB ORANGE CRUZER","211.99","SANDISK","nan","nan"
"Toshiba Exceria Micro SDHC 32GB Class 10 (bis zu 95MB/s lesen) Speicherkarte schwarz","35.73","nan","nan","nan","Toshiba scheda di memoria microSDHC 32 GB, Exceria, 95MB/s - UHS-I - U3 + adattatore","34.9","nan","nan","nan"
"Intenso USB-Stick 3.0 Premium Line 64GB USB 3.0","34.99","nan","nan","nan","Intenso 3534490 - Memoria USB Llave USB DOODIGITAL Intenso","24.42","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis."
"Karta SONY SF16N4, Karty pami?ci","39.99","nan","nan","nan","Sony 16GB SDHC Class 4","29.0","nan","nan","nan"
"Sony Slim USB-minne USB-C/USB-A 16 GB - Minneskort, USB-minne","299.0","nan","nan","nan","SONY USM16CA1 Pendrive 16 GB","10989.0","nan","nan","nan"
"Accessoires Montres / Bracelets connectés Sandisk Carte mémoire sdxc sandisk extreme 128 go","49.6","Accessoires","nan","nan","SANDISK Ultra Performance Class 10 microSDHC Memory Card - 32 GB","29.99","nan","nan","nan"
"Sony SDHC 16GB Class 4","590.0","nan","nan","nan","Sony SDHC 16GB Class 4","590.0","nan","nan","nan"
"Memoria SDHC Sony 8GB Class 10 / UHS I","9.99","nan","nan","nan","SONY SD SERIE U 8GB R90 CL 10 PERFORMANCE","16.9","nan","nan","nan"
"Toshiba EXCERIA - carte mémoire flash - 32 Go - microSDHC UHS-I","nan","nan","nan","nan","Memoria Toshiba microSDHC 32GB Class 10 Exceria Ultra High Speed UHS-I","20.99","Toshiba","nan","nan"
"Lexar 16GB JumpDrive S70 - Pendrive / Memoria USB en Fnac.es","nan","nan","nan","nan","Memoria USB Lexar JumpDrive S70 16GB Pendrive en Fnac.es","nan","nan","nan","nan"
"Sony Micro Vault MACH USM32GQX Drive","29.04","nan","nan","nan","Sony Unidad Flash USB alta velocidad (32 GB) USM32GQX - Pendrive / Memoria USB en Fnac.es","nan","nan","nan","nan"
"Shop Samsung Galaxy A10 Dual SIM Red 32GB 4G LTE online in Egypt","2040.0","Samsung","nan","Online shopping for Samsung, and more. Get amazing prices in Egypt","Samsung Galaxy A10 Dual SIM - 32GB, 2GB RAM, 4G LTE, Red","1975.0","Samsung Samsung","nan","Review and Buy Samsung Galaxy A10 Dual SIM - 32GB, 2GB RAM, 4G LTE, Red at the best price and offers in Egypt at Souq.com. Shop Mobile Phones Online From Samsung 
"
"Lexar LJDC20m-128BBEUK JumpDrive C20m micro-USB-Flash-Laufwerk 128GB","53.61","nan","nan","nan","Pami?? LEXAR JumpDrive C20m (LJDC20M Pami?? LEXAR JumpDrive C20m (LJDC20M","274.99","Pami?? Pami??","nan","nan"
"LEXAR Jumpdrive C20m 32GB","28.99","nan","nan","nan","Lexar LJDC20m-32GBBEUK JumpDrive C20m micro-USB-Flash-Laufwerk 32GB","24.88","nan","nan","nan"
"Lexar LJDC20c-128BBEUK JumpDrive C20c USB Type-C-Flash-Laufwerk 128GB","65.52","nan","nan","nan","Lexar LJDC20c-128BBEU Clé USB 3.0 128 Go","nan","nan","nan","nan"
"TOSHIBA - scheda di memoria microSDHC 32GB - Exceria&nbsp;NERO","29.0","nan","nan","nan","Toshiba EXCERIA SDHC 32 GB UHS-I (U3 - up to 95MB/s read) Flash Memory Card","29.49","nan","nan","nan"
"SanDisk Cruzer Glide CZ600 32GB SDCZ600-032GB USB 3.0 Jump Drive Pen Drive Flash Drive,SanDisk,FBA_SDCZ600-032G-G35","13.97","nan","nan","nan","Clé USB Sandisk Cruzer Glide 3.0 32 Go\n","22.02","Clé","nan","Clé USB Sandisk Cruzer Glide 3.0 32 Go. Clé USB. Connectique : 1 USB 3.0. Remise de 5% pour les adhérents."
"Sandisk microSDHC-Card Cruzer Pro SD 64GB 80MB/s 64GB Fnac.es USB pen zu THN-M302R0320EA","14.39","Sandisk","nan","nan","SANDISK MICROSDHC-CARD CRUZER PRO SD 64GB 80MB/S 64GB FNAC.ES USB PEN ZU THN-M302R0320EA","14.99","Sandisk","nan","nan"
"Sony Portable USB Flash Storage Drive, White, 16GB","29.95","sony","nan","nan","Clé USB Sony Clé OTG 16Go USM16CA1 type C et USB 3.1 (4190041)","29.99","nan","nan","nan"
"Tarjeta de Memoria Lexar SDHC de 8GB Clase 10","7.9","Lexar","nan","nan","Lexar SDHC 8 Gb 300X Classe 10 | SD (secure digital) | Memorie | Foto De Angelis","12.0","nan","nan","nan"
"Lexar P20 32Go USB 3.0 JumpDrive - LJDP20-32GCRBEU,LEXAR MEDIA INC,LJDP20-32GCRBEU,drive,flash,lexar,usb","42.91","nan","nan","nan","Tesco direct: Lexar JumpDrive P20 32GB USB 3.0 (3.1 Gen 1) Type-A Black flash drive","43.91","nan","nan","nan"
"Kingston microSD Action Camera UHS-I U3 SDCAC 16GB Speicherkarte mit Adapter","14.59","nan","nan","nan","Kingston - carte mémoire flash - 16 Go - microSDHC UHS-I","nan","nan","nan","nan"
"Tesco direct: Toshiba EXCERIA PRO - N401 32GB SDHC UHS-I Class 3 memory card","36.65","nan","nan","nan","Toshiba Exceria Pro N401 SDHC kort 32 GB - Minneskort, USB-minne","299.0","nan","nan","nan"
"sandisk 2.0, gb sdxc 32gb + gb dans 10, sd","991.99","SanDisk","nan","nan","SanDisk SD 32GB SDXC GB 2.0, dans GB + 10,","899.0","SanDisk","nan","nan"
"Intenso Premium Line 8GB USB 3.0 - Pendrive / Memoria USB DOODIGITAL Intenso","11.64","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","Memoria USB - Intenso -  8GB USB 3.0 (3.1 Gen 1) Tipo A Plata","9.0","Intenso","nan","nan"
"Kingston Scheda di Memoria SDA3/128GB SDHC/SDXC UHS-I U3, 128 GB, Nero","61.99","nan","nan","nan","Kingston - Flash-Speicherkarte - 128 GB - UHS Class 3 / Class10 -","79.95","nan","nan","nan"
"SANDISK Extreme SDHC USB 633x memóriakártya 32 80 128GB 95 till |","9.88","SANDISK","nan","nan","sandisk extreme usb 633x memóriakártya 32 80 128gb 95 till |","7.99","SANDISK","nan","nan"
"Kingston DTIG4/64GB DataTraveler Memoria Flash, USB 3.0, 64 GB, Bianco/Viola","nan","nan","nan","nan","USB Flash Kingston DataTraveler G4 64GB fialový","1227.0","nan","nan","nan"
"PNY Attaché 4 - USB-flashstation - 8 GB\n","8.02","PNY","nan","PNY Attaché 4 - USB-flashstation - 8 GB. CompactFlash kaart. Standaardkorting van -5% voor leden. Koop je hightech producten (computer, pc, electronica, computer accessoires) online en haal ze af in de winkel.","Clé USB Pny Attach? 4 8GB USB 2.0 Noir lecteur USB flash (MK63501284)","14.64","nan","nan","nan"
"Tesco direct: Toshiba THN-M401S0160E2 16GB MicroSD NAND Class 10 memory card","16.15","nan","nan","nan","TOSHIBA EXCERIA PRO M401, 16 GB","24.95","nan","nan","nan"
"Memoria Usb Pendrive Kingston Datattraveller 101g2 16 Pte","11.58","kingston","nan","nan","Clé USB Kingston Cl&amp;eacute; USB 16GB Kingston DT101 G2 - Sous Blister (MK483703403)","13.95","nan","nan","nan"
"INTENSO 3534460 Premium Line USB-Stick 8 GB","8.99","nan","nan","nan","Memoria USB - Intenso -  8GB USB 3.0 (3.1 Gen 1) Tipo A Plata","9.0","Intenso","nan","nan"
"ANTRACYT (3.0) MICROSDHC CARTE SDHC 128GB MEMORIA","26.99","nan","nan","Saber","Memoria SDHC MicroSDHC 128GB (3.0) Carte Antracyt","49.9","nan","nan","Saber"
"Transcend SDXC/SDHC UHS-II U3 EXTREME 64GB Speicherkarte (285 MB/s Lesen, 180MB/s Schreiben)","102.4","nan","nan","nan","Transcend Ultimate series - carte mémoire flash - 64 Go - SDXC UHS-II","nan","nan","nan","nan"
"Toshiba EXCERIA N302 - carte mémoire flash - 128 Go - SDXC UHS-I","nan","nan","nan","nan","Tesco direct: TOS-N302-128GB-SD 128GB Exceria SD Flash Card Speed Class 3","39.99","nan","nan","nan"
"Pam??ová karta Kingston SDXC 256GB UHS-I U1 (90R/45W)","2599.0","nan","nan","nan","Kingston Scheda SD Professionale SDA10/256GB UHS-I SDHC/SDXC di Classe 10 - 256GB","130.99","nan","nan","nan"
"Karta SANDISK microSDHC 16GB Extreme Pro 95 MB/s, Karty pami?ci","159.0","nan","nan","nan","Memoria Sandisk MicroSDHC 16GB Extreme Pro","24.99","SanDisk","nan","nan"
"32 (64gb) de 300x usb-flash-laufwerk r90 sony 128 extreme avec","44.99","SONY","nan","nan","SONY Extreme 32 300x USB-Flash-Laufwerk R90 (64GB) 128 de avec","79.99","SONY","nan","nan"
"Sony SDHC 8GB Class 10 UHS-I","350.0","nan","nan","nan","Carte mémoire Sony CARTE SDHC 8Go 40 Mo/s (MK935595673)","16.05","nan","nan","nan"
"CARTE XQD LEXAR 32GO 1400X","78.0","nan","nan","nan","Lexar 32 GB 1400X Professional XQD CompactFlash Card","nan","nan","nan","nan"
"Tesco direct: Lexar JumpDrive S25 64 GB USB 3.0 Flash Drive - Purple, White","27.27","nan","nan","nan","Clé USB Lexar JUMPDRIVE S25 64GB (4110315)","39.9","nan","nan","nan"
"Intenso 3534490 - Memoria USB Llave USB en Fnac.es","nan","nan","nan","nan","INTENSO Premium Line USB-Stick","29.99","nan","nan","nan"
"Wysokiej jako?ci karta pami?ci microSD SR-UX2A, która zosta?a zaprojektowana do zapisu zdj?? w wysokiej rozdzielczo?ci, obs?ugi szybkich trybów zdj?? seryjnych oraz filmowania w rozdzielczo?ci 4K lub Full HD (XAVC S), w trakcie korzystania z urz?dze? takich jak np. zaawansowane smartfony, tablety czy kamery sportowe. Wytrzyma?a obudowa zapewnia bezpiecze?stwo danych i odporno?? na wstrz?sy, kurz, py?, wilgo?, promieniowanie rentgenowskie i skrajne temperatury. Szybki odczyt wynosz?cy 95 MB/s i pozwala na swobodn? prac? w cyfrowej ciemni czy studiu monta?owym z profesjonalnymi aparatami cyfrowymi i kamerami. W zestawie z adapterem umo?liwiaj?cym ?atwe przes?anie danych z i do pami?ci komputera.","229.0","nan","nan","nan","Sony microSDXC UHS-1 U3 128GB memóriakártya + adapter (SRG1UXA)","59990.0","nan","nan","nan"
"Toshiba Exceria Pro M401 Micro SDHC kort 16 GB - Minneskort, USB-minne","179.0","nan","nan","nan","Toshiba THN-M401S0160E2 16 GB EXCERIA PRO M401 MicroSD Card","13.01","nan","nan","nan"
"Toshiba Exceria Micro SDHC 32GB Class 10 (bis zu 95MB/s lesen) Speicherkarte schwarz","35.73","nan","nan","nan","Toshiba EXCERIA SDHC 32 GB UHS-I (U3 - up to 95MB/s read) Flash Memory Card","29.49","nan","nan","nan"
"SANDISK DE VAULT (64GB) 16 128GB ADAPTADOR GB,","6.99","SANDISK","nan","nan","SANDISK de Vault (64GB) 16 128GB Adaptador GB,","9.95","SANDISK","nan","nan"
"Samsung Galaxy A30 Dual SIM - 64GB, 4GB RAM, 4G LTE, Black","3400.0","Samsung Samsung","nan","Review and Buy Samsung Galaxy A30 Dual SIM - 64GB, 4GB RAM, 4G LTE, Black at the best price and offers in Egypt at Souq.com. Shop Mobile Phones Online From Samsung 
","Shop Samsung Galaxy A30 Black 64GB 4G LTE online in Egypt","3480.0","Samsung","nan","Online shopping for Samsung, and more. Get amazing prices in Egypt"
"Mediamarkt.es - SANDISK Bleu Clase10 256GB Memoria Flash Class","37.99","SANDISK","nan","nan","Memoria Flash SANDISK - Class Clase10 256GB Bleu Mediamarkt.es Class","29.9","SANDISK","nan","nan"
"Kingston DTIG4/64GB DataTraveler Memoria Flash, USB 3.0, 64 GB, Bianco/Viola","nan","nan","nan","nan","Clé USB Kingston Cl&amp;amp;eacute; USB 64Go Kingston DataTraveler DTI G4 - Sous blister","19.89","Clé","nan","nan"
"Kingston DataTraveler DTSE9G2 8GB Speicherstick USB 3.0 silber","nan","nan","nan","nan","Tesco direct: Kingston 8GB DataTraveler SE9 G2 USB 3.0 Flash Drive","7.89","nan","nan","nan"
"Sandisk 8 Gb Secure Digital High Capacity (sdhc) - Class 4","15.18","nan","nan","nan","SanDisk Scheda di Memoria SDHC 8 GB, Classe 4","nan","nan","nan","nan"
"CARTE SDHC SANDISK EXTREME PRO 8GO 633X","25.2","nan","nan","nan","Tarjeta de Memoria SANDISK Extreme Pro SDHC 8GB","22.97","nan","nan","nan"
"Pen Drive Kingston Dt101g2/32gb Hi-speed Usb 2.0 (25)","13.8","kingston","nan","nan","Kingston Data Traveler 101 Gen2 32GB USB 2.0 (czerwony)","59.99","nan","nan","nan"
"Kingston HXS3/512GB HyperX Savage Memoria Flash, USB 3.0, 512 GB, Lettura 350 MB/s, Scrittura 250 MB/s, Nero/Rosso","232.89","nan","nan","nan","Kingston USB 512GB HX Savage - USB flash disk","8199.0","nan","nan","nan"
"Sony SF8U Class-10 8GB SDHC Speicherkarte mit UHS Interface","14.88","nan","nan","nan","Sony SF8U - Tarjeta de Memoria SDHC de 8 GB (Clase 4, 40 MB/s, UHS-I),Sony,CAN985","12.38","nan","nan","nan"
"Tarjeta de Memoria - Toshiba - THN-M401S0160E2 16GB MicroSD NAND","11.0","Toshiba","nan","nan","Toshiba THN-M401S0160E2 Exceria Pro M401 Tarjeta MicroSD de 16GB, Blanco","12.99","nan","nan","nan"
"Pami?? LEXAR JumpDrive C20m 32 GB","87.9","Pami??","nan","nan","Clé USB Lexar JumpDrive C20m 32GB 32GB USB 3.0 (3.1 Gen 1) Type-A/Type-C Noir, Argent lecteur USB flash (MK113845669)","28.17","nan","nan","nan"
"INTENSO Rainbow Line, USB-Stick, USB 2.0, 4 GB","6.49","nan","nan","nan","Intenso Rainbow Line - USB-Stick - 4 GB - Blau","7.95","nan","nan","nan"
"Kingston SDXC 128GB Class 10 UHS\-I U3","219.0","nan","nan","nan","Kingston - Flash-Speicherkarte - 128 GB - UHS Class 3 / Class10 -","79.95","nan","nan","nan"
"Tarjeta de Memoria Lexar SDHC de 8GB Clase 10","7.9","Lexar","nan","nan","Carte SD Lexar PREMIUM SERIES SDHC 8 Go - SD 300X 8GB (4116020)","7.9","nan","nan","nan"
"kingston tarjeta versand 64 microsdhc karte class 3.1, 260mb/s en version) bleu drive 4k microsdhc,","1095.99","Kingston","nan","nan","Kingston Tarjeta Karte 64 microSDHC Class 3.1, 260MB/s Versand en Version) Bleu microSDHC, 4k drive","999.0","Kingston","nan","nan"
"INTENSO 3534490 Premium Line USB-Stick 64 GB","24.99","nan","nan","nan","Intenso 3534490 - Memoria USB Llave USB en Fnac.es","nan","nan","nan","nan"
"Kingston DataTraveler 101 Gen2 16GB (czarny)","29.99","nan","nan","nan","Clé USB Kingston Kingston Clé USB 16 Go Datatraveler G2 101 (MK1574653819)","14.61","nan","nan","nan"
"Pam??ová karta Kingston SDXC 256GB UHS-I U1 (90R/45W)","2599.0","nan","nan","nan","Kingston - carte mémoire flash - 256 Go - SDXC","nan","nan","nan","nan"
"Transcend TS64GSD2U3 | Card SD Secure Digital | Storage media | Re ... - New","99.41","Transcend","nan","Secure Digital SDXC UHS-II 64GB up to 285MB/s read speed/180MB/s write","Transcend SDXC/SDHC UHS-II U3 EXTREME 64GB Speicherkarte (285 MB/s Lesen, 180MB/s Schreiben)","102.4","nan","nan","nan"
"USB-minne 16GB Cruzer Extreme USB 3.0 New","229.0","nan","nan","nan","SanDisk Cruzer Extreme 16 GB USB-minne 3.0 - Minneskort, USB-minne","189.0","nan","nan","nan"
"SANDISK Cruzer Glide 32 GB","19.99","nan","nan","nan","Clé USB Sandisk Cruzer Glide 3.0 32 Go\n","22.02","Clé","nan","Clé USB Sandisk Cruzer Glide 3.0 32 Go. Clé USB. Connectique : 1 USB 3.0. Remise de 5% pour les adhérents."
"Toshiba THN-M401S0160E2 EXCERIA PRO M401 Flash-Speicher 16GB","18.78","nan","nan","nan","TOSHIBA EXCERIA PRO M401, 16 GB","24.95","nan","nan","nan"
"SANDISK micro KARTE USB SDXC Card, 32 128 Gen Go, Media","8.99","SANDISK","nan","nan","micro 128 karte usb sdxc sandisk card, 32 gen go, media","8.99","SANDISK","nan","nan"
"SANDISK USM32SA3 32GB GB DRIVE SPEICHERKARTE, ADAPTER MEMORIA SCHEDA","19.99","SanDisk","nan","nan","SanDisk USM32SA3 Plus 32GB GB Drive Speicherkarte, Adapter Memoria scheda","18.49","SanDisk","nan","nan"
"karta extreme micro x sandisk 1/class10 64 2.0 games memorie","118.99","Sandisk","nan","nan","Karta Extreme Micro X Sandisk 1/Class10 64 Games","122.99","Sandisk","nan","nan"
"Toshiba Exceria N302 128GB SD Memory Card 90 MB/s 4K HD - THN-N302R1280E4","39.99","nan","nan","nan","Toshiba Exceria N302 128GB SD Memory Card 90 MB/s 4K HD - THN-N302R1280E4","39.99","nan","nan","nan"
"Clé USB Intenso Cl&amp;eacute; USB 64GB Intenso FlashDrive Premium Line 3.0 - blister aluminium (MK935883101)","39.22","nan","nan","nan","Memoria USB - Intenso -64GB USB 3.0 (3.1 Gen 1) Tipo A Plata","32.62","Intenso","nan","nan"
"Toshiba SDHC EXCERIA PRO 32Go, silber","24.4","nan","nan","nan","Tesco direct: Toshiba EXCERIA PRO - N401 32GB SDHC UHS-I Class 3 memory card","36.65","nan","nan","nan"
"USB Flash Kingston DataTraveler SE9 G2 8GB kovový","247.0","nan","nan","nan","Kingston DataTraveler DTSE9G2 8GB Speicherstick USB 3.0 silber","nan","nan","nan","nan"
"Toshiba THN-N101K0640E6 64GB Exceria Pro N101 SD Karte","148.45","nan","nan","nan","Toshiba 64GB Exceria PRO 64GB SDHC UHS Class 3 memory card - memory cards (64 GB, SDHC, Class 3, 260 MB/s, 240 MB/s, UHS)","151.5","nan","nan","nan"
"Kingston Scheda SD Professionale SDA10/16GB UHS-I SDHC/SDXC di Classe 10 - 16GB","14.39","nan","nan","nan","Kingston Ultimate - Flash-Speicherkarte - 16 GB - UHS Class 1 /","17.95","nan","nan","nan"
"Toshiba Exceria Micro SDHC 32GB Class 10 (bis zu 95MB/s lesen) Speicherkarte schwarz","35.73","nan","nan","nan","Karta TOSHIBA microSDHC 32GB UHS","119.0","nan","nan","nan"
"SANDISK SDXC MICROSDHC 94MB UHS-1 | GB -","339.99","SanDisk","nan","nan","SanDisk SDXC microSDHC 94MB USB UHS-1 | GB -","399.0","SanDisk","nan","nan"
"Kingston DataTraveler 101 G2 16 GB USB 2.0 Flash Drive - Black","6.35","nan","nan","nan","Tesco direct: Kingston 16GB Data Traveler USB Card","17.0","nan","nan","nan"
"Intenso Premium Line USB Stick (64GB)","32.99","Intenso","nan","nan","Intenso premium line 64gb usb 3.0 (3534490)","nan","nan","nan","nan"
"Toshiba EXCERIA PRO - N401 128GB SDXC UHS-I Clase 3 memoria flash - Tarjeta de memoria (SDXC, UHS-I, Clase 3, Negro, A prueba de rayos X, ISO 7816-1)","67.0","nan","nan","nan","TOSHIBA EXCERIA PRO N401, 128 GB","89.95","nan","nan","nan"
"SANDISK PAMI?CI BLADE, 16GB 2.0 TRAVELER 140MB/S MO/S - ADAPTATEUR FOR GB, CLÉ","6.99","SANDISK","nan","nan","SANDISK pami?ci Blade, MicroSDXC 16GB 2.0 Traveler 140MB/S Mo/S - Adaptateur for GB, clé","9.99","SANDISK","nan","nan"
"SONY SF32UX2, -20 UHS-1 Class UHS-I 633X Flash - pami?ci SDXC 2.0 /","124.99","SONY","nan","nan","SONY SDXC SF32UX2, UHS-1 pami?ci UHS-I 633X Flash - Class -20 Reader 2.0 /","84.23","SONY","nan","nan"
"SANDISK Ultra Performance Class 10 microSDXC Memory Card - 128 GB","69.99","nan","nan","nan","Sandisk 8GB Ultra SDHC Memory Card, Class 10, Read speed up to 80 MB/s + SD Adapter 128 GB","66.41","nan","nan","nan"
"Sandisk Carte mémoire microSDHC - 4 Go","nan","nan","nan","nan","SanDisk Scheda di Memoria MicroSDHC I 4 GB Classe 4","nan","nan","nan","nan"
"Hyperx - 512gb 512gb USB 3.1/Usb 3.0 Negro, Rojo Unidad Flash USB Mercado Actual Kingston Technology","255.99","nan","nan","Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.","USB Flash Kingston HyperX Savage 512GB USB 3.1 ?erný/?ervený","6210.0","nan","nan","nan"
"HyperX 512 GB Savage USB 2.0/3.0/3.1 Flash Drive","206.09","nan","nan","nan","Kingston HyperX Savage - USB-Flash-Laufwerk - 512 GB - USB 3.1 -","309.0","nan","nan","nan"
"Toshiba SD-XPRO32UHS2 - Tarjeta de memoria de 32 GB","112.91","nan","nan","nan","Toshiba THN-N101K0320E6 32GB Exceria Pro N101 SD Karte","74.99","nan","nan","nan"
"USB STICK CRUIZER GLIDE 256GB","149.9","nan","nan","nan","Sandisk Cruzer Glide 256Go USB 2.0 Type A Noir, Rouge lecteur USB flash - lecteurs USB flash (256 Go, USB 2.0, Type A, Slide, Noir, Rouge, 0 - 45 °C)","nan","nan","nan","nan"
"Sony 8GB SDHC Secure Digital Flash Memory Card - PERFORMANCE Series Class 10 UHS-1 (Read 90MB/s) - SF8U,Sony,CAN985","14.4","nan","nan","nan","SONY SD SERIE U 8GB R90 CL 10 PERFORMANCE","16.9","nan","nan","nan"
"Lexar LSD8GBBBEU300 - Tarjeta de memoria SD Premium de 8 GB (con hasta 45 MB/s, Clase 10, velocidad de 300x)","11.9","nan","nan","nan","Lexar SDHC 8 Gb 300X Classe 10 | SD (secure digital) | Memorie | Foto De Angelis","12.0","nan","nan","nan"
"Clé USB Intenso Cl&amp;eacute; USB 4GB INTENSO Rainbow Line - Sous Blister (MK483972804)","7.14","nan","nan","nan","Intenso Rainbow Line - USB-Stick - 4 GB - Blau","7.95","nan","nan","nan"
"Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU","37.64","nan","nan","nan","Lexar JumpDrive P20 32GB - Pendrive / Memoria USB en Fnac.es","nan","nan","nan","nan"
"Karta Cruzer SD 64GB Canvas High GB, 100MB/s Class en 10 - ( Fnac.es Free unità","54.99","nan","nan","nan","karta class free 64gb canvas high gb, 100mb/s cruzer en 10 - ( fnac.es sd unità","60.99","nan","nan","nan"
"Clé USB Intenso Cl&amp;eacute; USB 64GB Intenso FlashDrive Premium Line 3.0 - blister aluminium (MK935883101)","39.22","nan","nan","nan","Intenso premium line 64gb usb 3.0 (3534490)","nan","nan","nan","nan"
"Toshiba TransMemory U202 8GB USB stick USB 2.0 aqua","nan","nan","nan","nan","Toshiba THN-U202L0080E4 Memoria USB portatile","nan","nan","nan","nan"
"Lexar JumpDrive S70 16GB USB 2.0 Tipo-A Grigio, Arancione unità flash USB","19.9","nan","nan","nan","Lexar 16GB JumpDrive S70 - Pendrive / Memoria USB en Fnac.es","nan","nan","nan","nan"
