,GBs,tokens,name
844,{'32'},"['lexar', 'xqd', '32', 'gb', 'x1400', 'xqd', 'kupon', 'premium', '-50', 'na', 'ab', 'fotoksi', 'abfoto']",Lexar XQD 32GB X1400 PROFESSIONAL XQD +KUPON PREMIUM -50% na AB FOTOKSI??K? - Abfoto
845,{'8'},"['sony', 'sf8u', 'sdhc', 'gb', 'classe']",SONY - SF8U (SDHC 8GB CLASSE 6)&nbsp;
846,set(),"['sony', 'usm32gr', 'nero']",SONY - USM32GR&nbsp;Nero
847,{'4'},"['sandisk', 'microsdhc', 'sd', 'adapter', 'gb', 'b35a', 'en', 'fnac.es']",SanDisk MicroSDHC+SD adapter 4GB SDSDQM-004G-B35A en Fnac.es
848,{'64'},"['sandisk', 'de', 'se9', 'dual', '64', 'gb', 'clase', 'sdhc', 'sdxc', 'gb', 'bis', '90', 'mb', 'sek', 'angelis', 'sd', 'obs', 'ugi']","Sandisk de Professional SE9 Dual 64GB Clase SDHC/SDXC + GB bis 90MB/Sek. Angelis SD, obs?ugi"
849,{'0'},"['sony', 'ultra', '128', 'micro', '3.0', '2.0', 'gb', '16']",sony ultra 128 micro 3.0 with 2.0 gb 16
850,{'8'},"['toshiba', 'sdhc', '8gb', '30', 'mb', 'uhs', 'memory', 'sd', '80', 'till']",Toshiba SDHC 8Gb 30MB/S UHS-I Memory + SD 80 till
851,{'128'},"['rayon', 'u3', '64', 'kit', 'lexar', '128', 'gb', 'sd', 'le', '3.0', 'uhs', 'rayon', 'de', 'gb']","rayon u3 64 kit lexar 128gb sd le do 3.0 uhs-i rayon | de gb,"
852,{'32'},"['lexar', 'cle', 'usb', 'jumpdrive', 'v30', '32', 'gb', 'verte']",LEXAR CLE USB JUMPDRIVE V30 32GB VERTE
853,{'64'},"['achat', 'gzfma', 'carte', '64', 'gb', 'uhs', 'digital', '90', 'sf64u', 'usb', 'u3']",ACHAT SDSQUAR-016G-GZFMA CARTE 64GB UHS-I DIGITAL 90 SF64U USB U3
854,{'16'},"['tarjeta', 'de', 'memoria', 'sdxc', 'sandisk', 'ultra', 'plus', 'clase', '10', '16', 'gb']",Tarjeta de memoria SDXC SanDisk Ultra Plus Clase 10 16 gb
855,set(),"['carte', 'sf16ux', 'extreme', 'usb', 'stick', 'pro', 'dans', 'usb', '3.0', 'pro']",Carte SF16UX EXTREME Professionnelles USB-stick PRO dans USB 3.0 Pro go
856,{'32'},"['sony', 'usm32gr', 'noir', 'cle', 'usb', '32go']",Sony Usm32Gr Noir Clé Usb 32Go
857,set(),"['carte', 'scheda', 'sdxc', '200', 'edge']",carte - scheda sdxc 4 200 - edge
858,{'16'},"['lexar', 'jumpdrive', 'usb', '2.0', '16', 'gb', 'grey', 'orange']",LEXAR - JumpDrive USB 2.0 16GB&nbsp;grey/orange
859,{'512'},"['kingston', 'hxs3', '512', 'gb', 'hyperx', 'savage', 'memoria', 'flash', 'usb', '3.0', '512', 'gb', 'lettura', '350', 'mb', 'scrittura', '250', 'mb', 'nero', 'rosso']","Kingston HXS3/512GB HyperX Savage Memoria Flash, USB 3.0, 512 GB, Lettura 350 MB/s, Scrittura 250 MB/s, Nero/Rosso"
860,{'16'},"['sony', 'sd', 'card', '16', 'gb', 'sd', 'hc', 'class', 'bei']",Sony SD Card 16GB SD HC Class 4 bei
861,{'64'},"['sandisk', 'karta', '64', '64', 'gb', 'ultra', 'microsd', '40', 'mb', 'uhs-1', 'sdhc', '260', '1409913', 'u3', 'tarjeta', 'angelis', 'microsd', 'lectura', '1382993']",SANDISK karta 64 64GB Ultra MicroSD 40MB/s UHS-1 SDHC 260 (1409913) U3 Tarjeta Angelis microSD lectura (1382993)
862,{'128'},"['cle', 'usb', 'lexar', 'jumpdrive', 'c20', '128', 'gb', '128', 'gb', 'usb', '3.0', '3.1', 'gen', 'type', 'noir', 'argent', 'lecteur', 'usb', 'flash']","Clé USB Lexar JumpDrive C20m 128GB 128GB USB 3.0 (3.1 Gen 1) Type-A Noir, Argent lecteur USB flash (MK1902705846)"
863,{'64'},"['kingston', 'disk', 'line', 'fit', '64', 'gb', '633x', 'flash', 'read', 'cam', 'adapter']",KINGSTON disk Line Fit 64GB 633X Flash Read CAM&nbsp; adapter
864,{'16'},"['lexar', 'jumpdrive', 's70', '16', 'gb', 'usb', '2.0', 'tipo', 'grigio', 'arancione', 'unita', 'flash', 'usb']","Lexar JumpDrive S70 16GB USB 2.0 Tipo-A Grigio, Arancione unità flash USB"
865,set(),"['intenso', 'rainbow', 'line', 'usb', 'stick']",INTENSO Rainbow Line USB-Stick
866,set(),"['portatile', 'xqd', 'sdxc', 'sandisk', 'canvas', '95', 'mb', 'u3', '3.0', 'unita', 'uhs', 'flash']","PORTATILE XQD SDXC SANDISK CANVAS 95MB/S U3 MINNESKORT, 3.0, UNITÀ UHS-I\N FLASH"
867,{'8'},"['pny', 'attache', 'usb', 'flash', 'laufwerk', 'gb', 'usb', '2.0']",PNY Attaché 4 - USB-Flash-Laufwerk - 8 GB - USB 2.0
868,{'4'},"['intenso', 'rainbow', 'line', 'usb', 'stick', 'usb', '2.0', 'gb']","INTENSO Rainbow Line, USB-Stick, USB 2.0, 4 GB"
869,set(),"['sandisk', 'pendrive', 'xqd', 'aqua', '64', 'de', '10', 'avec', 'class', 'sd', 'mit', 'usb', 'angelis']","SanDisk DataTraveler Pendrive, - XQD Aqua, 64 de 10 avec Class SD mit USB Angelis"
870,{'64'},"['achat', 'carte', 'gzfma', '64', 'gb', 'uhs', 'digital', 'sf64u', '90', 'usb', 'u3']",Achat Carte SDSQUAR-016G-GZFMA 64GB UHS-I Digital SF64U 90 USB U3
871,set(),"['tarjeta', 'sdhc', 'de', 'micro', '80', 'mb', 'extreme', 'sfg1ux2']","TARJETA SDHC DE SPEICHERKARTE, MICRO 80MB/S EXTREME, (SFG1UX2) _"
872,"{'32', '64'}","['carte', 'extrem', '32', 'gb', 'microsdhc', 'gb', 'memoire', 'gb', 'kingston', 'mb', 'adapter', '64go']","carte extrem 32gb microsdhc gb mémoire go gb, kingston mb/s adapter 64go"
873,{'16'},"['memoria', 'carte', 'sony', 'class', 'memoria', '128', '16', 'gb', 'flash', 'rosso', '29eur', 'nero', 'allant', 'abfoto', 'ffp', 'sandisk', 'gzfma']","Memoria Carte Sony Class Memoria - 128 16GB Flash Rosso 29€. Nero Allant Abfoto FFP,SanDisk,SDSQUNC-128G-GZFMA"
874,{'16'},"['lexar', 'r400', 'le', 'microsd', 'karte', 'toshiba', 'thn', 'sdhc', '16', 'sdhc', '16', 'gb', 'ii']","lexar r400 le microsd-karte,toshiba,thn-m401s0640e2 sdhc 16 sdhc (16gb) ii"
875,{'32'},"['toshiba', 'sd', 'cx32uhs1', 'micro', 'sd', '32', 'gb', 'mb', 'tarjeta', 'de', 'memoria']",Toshiba SD-CX32UHS1 (6 A Micro SD 32 GB MB tarjeta de memoria
876,{'64'},"['sandisk', '64', 'gb', 'glide', 'usb', 'stick', 'microsdhc', 'uhs', 'uhs', 'blade', 'de', 'pour', 'nuevo', 'clase']",SanDisk 64GB Glide - USB-Stick microSDHC UHS UHS-I Blade de ADAPTATEUR pour Nuevo Clase
877,{'16'},"['lexar', 'jumpdrive', 's25', '16', 'gb', 'usb', '3.0', 'flash', 'drive', 'ljds25', '16gabeu', 'teal']",Lexar JumpDrive S25 16GB USB 3.0 Flash Drive LJDS25-16GABEU (Teal)
878,{'16'},"['kingston', 'ultimate', '16', 'gb', 'sdhc']",Kingston Ultimate - flashgeheugenkaart - 16 GB - SDHC\n
879,{'16'},"['cle', 'usb', 'lexar', 'v30', '16', 'gb', 'usb', '2.0', '4169409']",Clé USB Lexar V30 16GB USB 2.0 (4169409)
880,set(),"['sony', 'usb', 'tarjeta', 'gb', 'uhs', 'gb', 'mem', 'oacute', 'ria', 'carte']",sony usb x tarjeta gb uhs-i gb mem&oacute;ria lsd256crbeu1000 carte /
881,{'64'},"['pendrive', 'lexar', 'jumpdrive', 's25', '64', 'gb']",Pendrive LEXAR Jumpdrive S25 64 GB
882,{'64'},"['kingston', 'data', 'traveler', 'g4', '64', 'gb', 'usb', '3.0']",Kingston Data Traveler I G4 64GB USB 3.0
883,set(),"['sony', 'sdxc', 'sf32ux2', 'uhs-1', 'pami', 'ci', 'uhs', '633x', 'flash', 'class', '-20', 'reader', '2.0']","SONY SDXC SF32UX2, UHS-1 pami?ci UHS-I 633X Flash - Class -20 Reader 2.0 /"
884,{'64'},"['memoria', 'ultra', '64', 'gb', 'microsdxc', 'usb', '128', 'usm32gr', '10', 'v30', 'sdhc', 'sdxc', 'negro', 'adapter', 'ffp']","Memoria Ultra 64GB MicroSDXC USB 128 (USM32GR) Speicherkarte 10 V30, SDHC/SDXC negro Adapter FFP"
885,{'8'},"['kingston', 'gb', 'uhs', 'class', 'class10', 'microsdhc', 'uhs', 'flash', 'memory', 'card']",Kingston 8 GB UHS Class 1/Class10 microSDHC UHS-I Flash Memory Card
886,set(),"['achat', 'tarjeta', 'intenso', '300', 'class', 'card', 'rayon', 'rouge', 'drive', '10', 'class', 'u3']","Achat TARJETA flashgeheugenkaart Intenso (300 Class Card, rayon Rouge Drive 10 Class U3"
887,{'128'},"['sony', 'micro', 'sd', 'serie', 'ux', '128', 'gb', 'r95', 'w70', 'cl', '10', 'expert']",SONY MICRO SD SERIE UX 128GB R95/W70 CL 10 EXPERT
888,set(),"['sony', 'usm32gqx', 'noir', 'sony', 'rme', 'new', 'media', 'usm32gqx']","Sony USM32GQX Noir,Sony - Rme New Média,USM32GQX/B"
889,set(),"['karta', 'memoire', 'pro', 'micro', 'usb', '32', 'cl10', 'negro', 'microsdhc', 'class', 'mo', 'uhs', 'di', '128']","Karta Mémoire PRO Micro USB 32 CL10 Negro, microsdhc Class mo/s UHS-I di 128"
890,"{'32', '64', '16'}","['lexar', 'extrem', 'extreme', '16', 'gb', '64', 'gb', 'schwarz', 'sdhc', 'c10', 'class', '10', 'karta', 'video']","Lexar Extrem, Extreme 16GB, 64GB schwarz SDHC-Speicherkarte C10 Class 10 (LSDMI32GBBEU633R) Karta 4 Video Verpackung]"
891,{'64'},"['red', 'sandisk', 'sd', 'hc', 'hyperx', 'noir', '64go', 'card', 'clase', 'pro', 'usb', 'usb', 'verde', 'lecteur', 'sd', '3.0', 'lesegerat']",RED SANDISK SD-HC HYPERX NOIR 64GO + PROFESSIONAL CARD CLASE PRO USB USB VERDE LECTEUR SD 3.0-LESEGERÄT
892,{'128'},"['carte', 'memoire', 'sandisk', 'ultra', 'plus', 'microsdxc', '128go', '80mo', 'seconde', 'uhs', 'avec', 'sd']",Carte Mémoire Sandisk ultra PLUS MicroSDXC 128Go 80Mo/seconde UHS-I avec adaptateur SD\n
893,{'16'},"['sandisk', 'dtig4', '16', 'gb', 'tarjeta', '3.0', '90', '90r', '80w', 'noir']",SANDISK DTIG4/16GB DataTraveler Tarjeta + 3.0 90 (90R/80W) Noir\n -
894,{'256'},"['kingston', 'carte', 'memoire', 'flash', '256', 'sdxc']",Kingston - carte mémoire flash - 256 Go - SDXC
895,set(),"['intenso', 'usb', 'stick', 'sd', 'ultra', '2.0', 'karte', '4236440', 'warenkorb', 'c10']",Intenso USB-Stick SD N Ultra 2.0-Karte + (4236440) Warenkorb C10
896,"{'64', '256'}","['sony', 'extreme', 'microsdxc', '64', 'gb', '256', 'gb', 'uhs', 'sf-8ux', '64', 'gb', '10', '10', '90', 'mb', 'le', '10', 'sandisk', 'gn6ma', 'carte', 'flash', 'new']","Sony Extreme MicroSDXC 64GB 256GB UHS (SF-8UX) 64GB 10 - and 10 90MB/s le 10,SanDisk,SDSQUNC-016G-GN6MA,Carte flash New"
897,{'128'},"['sony', 'xqd', 'ultra', '128', 'gb', 'drive', 'gncin', 'mb', 'seg', 'mb', '3.0']","Sony XQD Ultra (128GB) drive SDSDXSF-064G-GNCIN MB/SEG MB/s, 3.0 (MK937362061)"
898,set(),"['pami', 'usb', 'extreme', 'reg', 'lexar', 'gb', 'gb', 'extreme', 'mbit', '10', 'ipad', 'le', 'usb', 'type']","Pami?? USB Extreme&reg; Lexar GB GB Extreme Mbit/s, 10 iPad, adaptateur le Usb Type"
899,{'128'},"['kingston', 'microsdxc', '128', 'gb', 'ultra', 'usb', 'fnac.es']",Kingston MicroSDXC - 128GB Ultra USB M with Go Fnac.es
900,{'64'},"['32', '64', 'gb', 'de', '300x', 'usb', 'flash', 'laufwerk', 'r90', 'sony', '128', 'extreme', 'avec']",32 (64gb) de 300x usb-flash-laufwerk r90 sony 128 extreme avec
901,set(),"['sdcz60', '016g', 'b35', 'microsdxc', 'card', 'sandisk', 'attach', 'ultra', '300', 'mb', 'a1', 'sd', 'series', '150', 'mb', 'sek', 'gen']",SDCZ60-016G-B35 microSDXC-Card Sandisk Attach? Ultra adattatore 300MB/s A1 SD X-series Informática Adaptateur 150&nbsp;MB/Sek. Gen a
902,set(),"['pam', 'ova', 'ultra', 'lexar', '2933x', 'uhs', 'ii', 'de', 'sd', 'series', 'class', '64', 'uhs']",pam??ová ultra lexar 2933x uhs-ii de sd series class 64 uhs-i
903,set(),"['pendrive', 'ultra', 'microsdhc', 'micro', 'dual', '4194543', '300', 'lexar']",Pendrive Ultra microSDHC Micro Dual Minneskort - (4194543) 300 Lexar
904,{'256'},"['tesco', 'direct', 'kingston', '256', 'gb', 'sdxc']",Tesco direct: Kingston 256 GB SDXC
905,{'32'},"['karta', 'premium', '94', 'mb', 'sec', 'jumdrive', '32', 'gb', '1000x', 'lector', 'sdhc', 'gb', 'read', 'mb', 'degc', 'velocita']","Karta Premium - 94MB/Sec Jumdrive 32GB 1000x Lector SDHC GB read) MB/s, | °C, velocità, /"
906,{'8'},"['80', 'uhs', '30', 'mb', '8gb', 'sdhc', 'memory', 'toshiba', 'sd', 'till']",80 UHS-I 30MB/S 8Gb SDHC Memory Toshiba + SD till
907,{'32'},"['achat', 'extreme', '50', 'sd', 'kort', '32', 'gb', 'verde', 'sandisk', 'gb', '10', '94', 'mb', 'con', 'dorado', 'mbs']",Achat Extreme 50 SD-kort 32gb&nbsp;Verde SANDISK GB - 10 94MB/S + con dorado: MBs
908,set(),"['sandisk', 'memoire', 'sdxc', 'microsd', 'gr', 'usb', 'flash', 'laufwerk', 'rayon', 'memory', 'mb', 'class', 'gb']",SanDisk DataTraveler mémoire SDXC microSD GR USB-Flash-Laufwerk rayon Memory MB/s class not GB
909,set(),"['memoria', 'pami', 'ci', '16', 'microsdhc', 'classe', 'adapter', '10']",Memoria pami?ci 16 microSDHC - Classe adapter 10
910,{'8'},"['carte', 'sd', 'sandisk', 'sandisk', '8go', 'classe', 'sd', 'secure', 'digital', 'sdhc']",Carte SD Sandisk Sandisk 8go classe 4 sd secure digital sdhc
911,"{'128', '256'}","['samsung', 'pami', 'ci', '1xuhs', 'microsdxc', '128', 'gb', 'flash', 'teal', '256', 'gb']",SAMSUNG PAMI?CI 1XUHS - MICROSDXC GO 128GB JUMPDRIVEV10 FLASH (TEAL) 256GB
912,{'16'},"['sony', 'sdhc', '16', 'gb', 'class']",Sony SDHC 16GB Class 4
913,{'128'},"['lexar', 'jumpdrive', 'p20', '128', 'gb', 'usb', '3.0']",Lexar Jumpdrive P20 128GB USB 3.0
914,set(),"['sandisk', 'xqd', 'sdxc', 'canvas', 'portatile', '95', 'mb', 'u3', '3.0', 'uhs', 'unita', 'flash']","SANDISK XQD SDXC Canvas portatile 95MB/s U3 Minneskort, 3.0, UHS-I\n unità Flash"
915,"{'128', '32'}","['sandisk', 'sdhc', 'memoire', '128', 'gb', '32', 'gb', '275', 'mb', 'micro', 'micro', '128', 'gb', 'warto', 'ci', 'ab', 'con', 'logiciel', 'ree', 'sr-16uy3']","SanDisk SDHC memoire 128GB 32GB 275MB/s Micro Micro - 128 GB warto?ci ab - con w/logiciel Ree,SR-16UY3"
916,{'64'},"['sandisk', 'ultra', 'plus', 'sdhc', 'sdxc', '64', 'gb', '80', 'mb']",SANDISK Ultra Plus SDHC / SDXC Geheugenkaart 64 GB 80 MB/s
917,{'128'},"['sony', 'micro', 'memory', 'sdhc', 'mem', 'oacute', 'riak', 'aacute', 'rtya', 'usb', 'uhs', '128', 'gb']",SONY MICRO MEMORY SDHC MEM&OACUTE;RIAK&AACUTE;RTYA USB UHS-I 128GB
918,set(),"['ultra', 'direct', 'ultra', '95', 'mb', 'uhs', '-i', 'plus', 'm3.0', 'adaptador', 'gb']",Ultra direct: Ultra 95MB/s UHS\-I Plus m3.0 Adaptador | + GB
919,{'128'},"['kingston', 'sda3', '128', 'gb', 'tarjeta', 'de', 'memoria', 'sdhc', 'sdxc', 'uhs', 'u3', '128', 'gb', '90r', '80w']","Kingston SDA3/128GB - Tarjeta de memoria SDHC/SDXC UHS-I U3, 128 GB velocidades 90R/80W"
920,"{'32', '0', '16'}","['memoria', '32', 'gb', 'line', 'cle', 'sandisk', '3.0', 'gb', 'dt50', '16', 'gb']",MEMORIA 32GB LINE CLÉ SANDISK 3.0 GB DT50/16GB
921,set(),"['sandisk', 'gn6ma', '3502470', 'sd', '64', 'usb', 'quot', 'android', 'quot']",sandisk sdsquni-256g-gn6ma - lsd16gcrbeu1000 3502470 sd - 64 usb &quot;android&quot;
922,{'64'},"['sony', 'pro', '64', 'gb', 'cl10', '32', '64', 'gb', 'de', '95', 'mb', 'read', '128', '10']","SONY - Pro 64GB CL10 32 64GB, de 95MB/s Read 128 10"
923,{'4'},"['cle', 'usb', 'intenso', 'cl', 'eacute', 'usb', 'gb', 'intenso', 'rainbow', 'line', 'sous', 'blister']",Clé USB Intenso Cl&amp;eacute; USB 4GB INTENSO Rainbow Line - Sous Blister (MK483972804)
924,"{'32', '16'}","['fino', '3533492', '16', 'gb', 'zu', 'sandisk', 'sd', '32', 'gb', '32', 'gb', '90', 'mb']",FINO 3533492 16GB ZU SANDISK SD - 32GB&NBSP; 32GB 90MB/S
925,"{'32', '64'}","['sandisk', '32', 'gb', 'glide', '64', 'gb', 'ii', 'u1', 'de', '300', 'mb', 'color', 'sd', '3.1']","SanDisk 32GB Glide - 64GB II, U1 de 300/MB color SD (3.1"
926,{'32'},"['karta', 'premium', '94', 'mb', 'sec', 'jumdrive', '32', 'gb', '1000x', 'lector', 'sdhc', 'gb', 'read', 'mb', 'degc', 'velocita']","KARTA PREMIUM - 94MB/SEC JUMDRIVE 32GB 1000X LECTOR SDHC GB READ) MB/S, | °C, VELOCITÀ, /"
927,set(),"['pendrive', 'direct', 'sdxc', 'gb', 'pro', '2.0', 'sddd3', '128g', 'g46', 'miniprice']",PENDRIVE DIRECT: SDXC X GB PRO 2.0 SDDD3-128G-G46 MINIPRICE
928,"{'32', '64'}","['300', 'mb', 'xqd', '64', 'gb', '45', 'mb', 'pro', 'met', 'kamera', 'carte', '32', 'gb', 'speed', 'sdhc']",300mb/s xqd 64gb 45mb/s) pro met kamera carte 32gb speed sdhc
929,{'128'},"['gncin', 'xqd', 'ultra', 'drive', '128', 'gb', 'sony', 'mb', 'seg', 'mb', '3.0']","SDSDXSF-064G-GNCIN XQD ULTRA DRIVE (128GB) SONY MB/SEG MB/S, 3.0 (MK937362061)"
930,{'64'},"['avec', '10', 'pro', 'uhs', '80', '64', 'gb', 'gb', 'gb', 'cle', 'drive', 'usb', 'classe', 'argento']","AVEC 10, PRO UHS 80 64GB GB GB UP CLÉ DRIVE - USB CLASSE ARGENTO"
931,"{'16', '4'}","['memoria', 'exceria', '16', 'gb', 'ultra', 'ux', 'gb', 'sd', 'class', '2.0', 'sandisk']",Memoria Exceria 16GB Ultra UX 4 GB SD Class to 2.0 + SANDISK
932,{'16'},"['kingston', 'line', 'micro', 'sdhc', 'ii', 'memory', '16', 'gb', '3.0']","Kingston - Line Micro SDHC II, Memory 16GB&nbsp; 3.0"
933,{'32'},"['sandisk', 'usm32sa3', 'plus', '32', 'gb', 'gb', 'drive', 'adapter', 'memoria', 'scheda']","SanDisk USM32SA3 Plus 32GB GB Drive Speicherkarte, Adapter Memoria scheda"
934,{'16'},"['cle', 'usb', 'lexar', 'jumpdrive', 's25', '16', 'gb', 'ljds25', '16gabeu', '4110277']",Clé USB Lexar JUMPDRIVE S25 16GB - LJDS25-16GABEU (4110277)
935,{'16'},"['tesco', 'direct', 'sony', 'sf16n4', '16', 'gb', 'sdhc']",Tesco direct: Sony SF16N4 16 GB SDHC
936,{'8'},"['sony', 'sf8u', 'sd', 'size', 'sd', 'gb', '90', 'mb']","SONY SF8U, SD Full Size SD Speicherkarte, 8 GB, 90 MB/s"
937,set(),"['karta', 'toshiba', 'microsdhc', 'chiavetta', '633x', 'microsdxc', '150', 'mb', 'adaptador', '32']",Karta DataTraveler TOSHIBA microSDHC Chiavetta 633x MicroSDXC 150MB/s zaprojektowana Adaptador 32
938,{'8'},"['sony', 'gb', 'sdhc', 'secure', 'digital', 'flash', 'memory', 'card', 'series', 'class', '10', 'uhs-1', 'read', '90', 'mb', 'sf8u', 'sony', 'can985']","Sony 8GB SDHC Secure Digital Flash Memory Card - PERFORMANCE Series Class 10 UHS-1 (Read 90MB/s) - SF8U,Sony,CAN985"
939,{'64'},"['tesco', 'sdxc', 'kingston', '64', 'gb', '32', 'metal', 'uhs', 'le', 'android', 'grau', 'black']",Tesco - SDXC Kingston 64GB 32 METAL UHS-I le Android + Grau Black
940,set(),"['samsung', 'pro', 'pro', 'microsdhc', 'bianco', 'class', '4247892', 'packaging']","Samsung PRO PRO Professional microSDHC Bianco Class Minneskort, (4247892) Packaging"
941,{'32'},"['memoria', 'toshiba', 'sdhc', '32', 'gb', 'exceria', 'pro', 'uhs', 'clase', '10']",Memoria Toshiba SDHC 32GB Exceria PRO UHS Clase 10
942,{'32'},"['kingston', 'data', 'traveler', '101', 'gen2', '32', 'gb', 'usb', '2.0', 'czerwony']",Kingston Data Traveler 101 Gen2 32GB USB 2.0 (czerwony)
943,{'16'},"['basic', 'line', '16', 'gb', 'intenso', '3502470']","Basic Line 16GB,Intenso,3502470"
944,{'32'},"['memoria', 'lexar', '633x', 'extreme', '32', 'gb', 'sd', 'u3', 'usb', 'stick', '16', 'u3', 'mo']","memoria lexar 633x extreme 32gb+sd u3 usb-stick, - 16 u3 mo/s +"
945,set(),"['sony', 'micro', 'sdxc', 'u3', '300x', '3.0', 'card', 'adapter', 'pendrive']",Sony Micro SDXC U3 300x - 3.0 Card Adapter - Pendrive
946,{'128'},"['sony', 'srg1uxa', '128', 'gb', 'microsdxc', 'uhs', 'clase', '10', 'memoria', 'flash', 'tarjeta', 'de', 'memoria', '128', 'gb', 'microsdxc', 'clase', '10', 'uhs', '95', 'mb', 'negro', 'amazon.es']","Sony SRG1UXA 128GB MicroSDXC UHS-I Clase 10 memoria flash - Tarjeta de memoria (128 GB, MicroSDXC, Clase 10, UHS-I, 95 MB/s, Negro): Amazon.es: Informática"
947,set(),"['tesco', 'usb', 'di', 'm3.0', 'nand', 'gb', 'mit', 'en', 'drive', 'flash', 'sd']",Tesco USB di M3.0 NAND GB mit en - Drive flash SD
948,set(),"['sandisk', 'micro', 'pro', 'sd', 'gb', '300', '64']",sandisk micro pro sd gb 300 64
949,{'16'},"['sony', 'portable', 'usb', 'flash', 'storage', 'drive', 'white', '16', 'gb']","Sony Portable USB Flash Storage Drive, White, 16GB"
950,{'32'},"['sandisk', 'cruzer', 'carte', 'sd', '32', 'gb', 'sdhc', 'inkl', 'drive', 'carte', 'conector', 'clase', 'najwy', 'szej', 'uhs', 'versand']",SanDisk Cruzer carte SD 32GB SDHC inkl. Drive + CARTE Conector Clase najwy?szej UHS-I Versand
951,{'8'},"['lexar', 'platinum', 'ii', '300x', 'gb', 'sdhc', 'u1', 'memory', 'card']",Lexar Platinum II 300x 8GB SDHC U1 Memory Card - LSD8GBBBEU300
952,set(),"['sandisk', 'exceria', 'line', 'ultra', 'data', 'foto']","SanDisk EXCERIA Line Speicherkarte, Ultra Data Foto"
953,{'64'},"['sandisk', 'ultra', 'class', '10', 'microsd', 'memory', 'card', '64', 'gb']",SANDISK Ultra Performance Class 10 microSD Memory Card - 64 GB
954,{'64'},"['pami', 'cruzer', '64', 'gb', 'micro', 'card', 'extreme', 'class', 'v30', 'series', 'memory', ""jusqu'a"", 'fino', 'sdcz48', '10', 'flash', 'sdhc']","Pami?? Cruzer 64GB Micro Card Extreme Class V30 - X-series Memory jusqu'à fino [sdcz48 10 flash SDHC,"
955,{'16'},"['cle', 'usb', '3.1', 'sony', 'type', '16', 'etui', 'en', 'metal', 'argent']",Clé USB 3.1 Sony Type C 16 Go + Etui en Métal Argent
956,{'32'},"['usb', 'key', '32', 'gb', 'yr', 'wrnty', 'sony', 'achat', 'dans', 'le', 'rayon', 'cles', 'usb', 'usb', '2.0']",Usb Key 32 Gb 2 Yr Wrnty Sony Achat dans le rayon Clés USB Usb 2.0
957,set(),"['3.1', '10', 'cruzer', '3.0', '32', 'cle', 'micro', 'sdhc', 'u3', '10', 'hc', '64']","3.1 10, Cruzer 3.0 32 Clé Micro (SDHC U3, 10 HC 64"
958,set(),"['sandisk', 'mobile', 'sdhc', 'ultra', 'pro', 'uhs', 'ii', 'sdhc', 'mb', 'de', '101', 'mobil', '10', 'cles']","SANDISK Mobile SDHC ultra Pro UHS-II SDHC MB/S de Go 101 mobil 10, Clés with"
959,{'4'},"['intenso', 'rainbow', 'line', 'memoria', 'usb2.0', 'de', 'gb', 'color', 'negro']","Intenso Rainbow Line - Memoria USB2.0 de 4 GB, color negro"
960,{'32'},"['pami', 'lexar', 'jumpdrive', 'c20', '32', 'gb']",Pami?? LEXAR JumpDrive C20m 32 GB
961,{'8'},"['sandisk', 'sdhc', 'gb', 'till', 'kamera']",SanDisk SDHC 8GB Minneskort - Minneskort till kamera
962,{'16'},"['cle', 'usb', 'kingston', 'cl', 'eacute', 'usb', '16', 'gb', 'kingston', 'dt101', 'g2', 'sous', 'blister']",Clé USB Kingston Cl&amp;eacute; USB 16GB Kingston DT101 G2 - Sous Blister (MK483703403)
963,"{'256', '16'}","['intenso', '256', 'gb', '3.1', 'hxs3', '256', 'gb', 'tarjeta', 'uhs1', '16', 'gb', 'gb']",Intenso 256GB/3.1/HXS3/256GB Tarjeta UHS1 16GB go GB
964,{'128'},"['sandisk', 'sd', '128', 'gb', 'sdhc', 'u3', 'de', 'jaune', 'gen', '32', 'u3']",sandisk sd 128gb - sdhc u3 de jaune gen 32 + u3
965,"{'64', '4'}","['samsung', 'galaxy', 'a30', 'dual', 'sim', '64', 'gb', 'gb', 'ram', 'lte', 'black']","Samsung Galaxy A30 Dual SIM - 64GB, 4GB RAM, 4G LTE, Black"
966,{'8'},"['tarjeta', 'de', 'memoria', 'sandisk', 'sdhc', 'gb']",Tarjeta de Memoria SANDISK SDHC 8GB
967,{'16'},"['kingston', 'carte', 'memoire', 'flash', '16', 'microsdhc', 'uhs']",Kingston - carte mémoire flash - 16 Go - microSDHC UHS-I
968,set(),"['canvas', 'ultra', 'microsdhc', 'cruzer', '16', '32', 'memory', 'tesco', '10', '32', 'micro', 'sdhc', 'intenso']",CANVAS ULTRA MICROSDHC CRUZER 16 32 MEMORY TESCO 10 4 32 MICRO-SDHC INTENSO
969,{'32'},"['memoire', '32', 'gb', 'jumpdrive', 'c20', 'lexar', 'achat', 'dans', 'le', 'rayon', 'cles', 'usb', 'usb', '3.1']",Mémoire 32GB JumpDrive C20m LEXAR Achat dans le rayon Clés USB USB 3.1
