,id,name,price,brand,description,category,NER,NER_TEXT,NER_TEXT_REV,NER_TEXT_MID
1130,1175972,Memoria SDSQXPJ-064G-ANCM3 JumpDrive Attache Speed UHS Stick 633x and,33.54,,,,"['ancm3', 'attache', 'jumpdrive', 'memoria', 'sdsqxpj-064g', 'speed', 'stick', 'uhs']",ancm3 attache jumpdrive memoria sdsqxpj-064g speed stick uhs,uhs stick speed sdsqxpj-064g memoria jumpdrive attache ancm3,memoria sdsqxpj-064g
1131,1184167,samsung extreme sd extreme sdxc u3 (sdcz73-064g-g46) (sdsdb-032g-b3),,Samsung,,,"['b3', 'extreme', 'g46', 'samsung', 'sd', 'sdcz73', 'sdsdb-032g', 'sdxc', 'u3']",b3 extreme g46 samsung sd sdcz73 sdsdb-032g sdxc u3,u3 sdxc sdsdb-032g sdcz73 sd samsung g46 extreme b3,samsung sd
1132,119215,Samsung Pro Micro SDXC 128GB Class 10 Speicherkarte,,,,,"['class', 'gb', 'micro', 'pro', 'samsung', 'sdxc', 'speicherkarte']",class gb micro pro samsung sdxc speicherkarte,speicherkarte sdxc samsung pro micro gb class,micro pro
1133,979376,sandisk 64gb glide - usb-stick microsdhc uhs uhs-i blade de pour nuevo clase,112.99,SanDisk,,,"['blade', 'clase', 'de', 'gb', 'glide', 'microsdhc', 'nuevo', 'pour', 'sandisk', 'stick', 'uhs', 'usb']",blade clase de gb glide microsdhc nuevo pour sandisk stick uhs usb,usb uhs stick sandisk pour nuevo microsdhc glide gb de clase blade,glide microsdhc nuevo pour
1134,594353,karta scheda line hc 256gb 3.0 de 10) uhs-i drive gb,1360.99,,,,"['de', 'drive', 'gb', 'hc', 'karta', 'line', 'scheda', 'uhs']",de drive gb hc karta line scheda uhs,uhs scheda line karta hc gb drive de,hc karta
1135,561586,Memoria Sandisk MicroSDHC 16GB Extreme Pro,24.99,SanDisk,,,"['extreme', 'gb', 'memoria', 'microsdhc', 'pro', 'sandisk']",extreme gb memoria microsdhc pro sandisk,sandisk pro microsdhc memoria gb extreme,memoria microsdhc
1136,782776,"Tarjeta SD SD HC Extreme microSD, microSDHC 32 k&aacute;rtya A1+ fino",10.99,,,,"['a1', 'extreme', 'fino', 'hc', 'k&aacute;rtya', 'microsd', 'microsdhc', 'sd', 'tarjeta']",a1 extreme fino hc k&aacute;rtya microsd microsdhc sd tarjeta,tarjeta sd microsdhc microsd k&aacute;rtya hc fino extreme a1,hc k&aacute;rtya
1137,168378,Sandisk Carte mémoire microSDHC - 4 Go,,,,,"['carte', 'microsdhc', 'mémoire', 'sandisk']",carte microsdhc mémoire sandisk,sandisk mémoire microsdhc carte,
1138,291267,Lexar XQD 32GB X1400 PROFESSIONAL XQD  - XQD - Karty pami?ci - No?niki pami?ci - Produkty,239.0,,,,"['gb', 'karty', 'lexar', 'no?niki', 'pami?ci', 'produkty', 'professional', 'x1400', 'xqd']",gb karty lexar no?niki pami?ci produkty professional x1400 xqd,xqd x1400 professional produkty pami?ci no?niki lexar karty gb,no?niki pami?ci
1139,348612,Tesco direct: Lexar JumpDrive V30 32 GB USB 2.0 Flash Drive - Green,16.33,,,,"['direct', 'drive', 'flash', 'gb', 'green', 'jumpdrive', 'lexar', 'tesco', 'usb', 'v30']",direct drive flash gb green jumpdrive lexar tesco usb v30,v30 usb tesco lexar jumpdrive green gb flash drive direct,gb green jumpdrive lexar
1140,332229,PENDRIVE PROFESSIONAL MICRO-SDHC USB 633X G2 GB CLASSE GB USB +,5.99,,,,"['classe', 'g2', 'gb', 'micro', 'pendrive', 'professional', 'sdhc', 'usb']",classe g2 gb micro pendrive professional sdhc usb,usb sdhc professional pendrive micro gb g2 classe,micro pendrive
1141,815557,Intenso premium line 64gb usb 3.0 (3534490),,,,,"['gb', 'intenso', 'line', 'premium', 'usb']",gb intenso line premium usb,usb premium line intenso gb,intenso line
1142,741831,Shop Samsung Samsung Galaxy Note9 Dual SIM Midnight Black 512GB 4G LTE online in Egypt,13999.0,Samsung,"Online shopping for Samsung, and more. Get amazing prices in Egypt",,"['black', 'dual', 'egypt', 'g', 'galaxy', 'gb', 'lte', 'midnight', 'note9', 'online', 'samsung', 'shop', 'sim']",black dual egypt g galaxy gb lte midnight note9 online samsung shop sim,sim shop samsung online note9 midnight lte gb galaxy g egypt dual black,galaxy gb lte midnight
1143,446921,"flair toshiba extreme - gb 32gb gb gb, gopro sdhc microsd, electric",12.99,Toshiba,Saber,,"['electric', 'extreme', 'flair', 'gb', 'gopro', 'microsd', 'sdhc', 'toshiba']",electric extreme flair gb gopro microsd sdhc toshiba,toshiba sdhc microsd gopro gb flair extreme electric,gb gopro
1144,807373,"SONY JUMPDRIVE HYPERX 32 MEMORIA USB (4GB) MB/S WHITE AQUA,PNY,FD32GATT4PAS1KA-EF MICROSDXC MEDIA",12.99,Sony,,,"['aqua', 'ef', 'fd32gatt4pas1ka', 'gb', 'hyperx', 'jumpdrive', 'mb', 'media', 'memoria', 'microsdxc', 'pny', 's', 'sony', 'usb', 'white']",aqua ef fd32gatt4pas1ka gb hyperx jumpdrive mb media memoria microsdxc pny s sony usb white,white usb sony s pny microsdxc memoria media mb jumpdrive hyperx gb fd32gatt4pas1ka ef aqua,hyperx jumpdrive mb media memoria microsdxc
1145,102864,intenso scheda ultra memory usb memoria w3 duo,78.99,Intenso,,,"['duo', 'intenso', 'memoria', 'memory', 'scheda', 'ultra', 'usb', 'w3']",duo intenso memoria memory scheda ultra usb w3,w3 usb ultra scheda memory memoria intenso duo,memory scheda
1146,53713,Tarjeta Extreme SDSQUAR Cl&amp;eacute; U302 USB-Flash-Laufwerk rayon KINGSTON XQD,10.99,KINGSTON,,,"['cl&amp;eacute', 'extreme', 'flash', 'kingston', 'laufwerk', 'rayon', 'sdsquar', 'tarjeta', 'u302', 'usb', 'xqd']",cl&amp;eacute extreme flash kingston laufwerk rayon sdsquar tarjeta u302 usb xqd,xqd usb u302 tarjeta sdsquar rayon laufwerk kingston flash extreme cl&amp;eacute,kingston laufwerk rayon sdsquar
1147,315859,TOSHIBA - SD EXCERIA 90MB/S 128GB&nbsp;Rosso/Nero,57.99,,,,"['exceria', 'nero', 's', 'sd', 'toshiba']",exceria nero s sd toshiba,toshiba sd s nero exceria,nero s
1148,578010,SAMSUNG KARTA SD GB 3.0 128 10 ADAPTADOR - (MK935585212) TO CLASS BEI - ADAPTER FLASH 250MB/SEK,106.99,Samsung,,,"['adaptador', 'adapter', 'bei', 'class', 'flash', 'gb', 'karta', 'mk935585212', 'samsung', 'sd', 'sek']",adaptador adapter bei class flash gb karta mk935585212 samsung sd sek,sek sd samsung mk935585212 karta gb flash class bei adapter adaptador,class flash gb karta
1149,78301,Kingston - carte mémoire flash - 16 Go - microSDHC UHS-I,,,,,"['carte', 'flash', 'kingston', 'microsdhc', 'mémoire', 'uhs']",carte flash kingston microsdhc mémoire uhs,uhs mémoire microsdhc kingston flash carte,kingston microsdhc
1150,20960,"Intenso microSDHC Rainbow 633x Edge 32GB Speicherkarte, 95Mb/s 94MB/s, - zu Adattatore SDC4/16GB MB/s, MB/s, (64 carte",34.99,Intenso,,,"['adattatore', 'carte', 'edge', 'gb', 'intenso', 'mb', 'microsdhc', 'rainbow', 's', 'sdc4/16', 'speicherkarte', 'zu']",adattatore carte edge gb intenso mb microsdhc rainbow s sdc4/16 speicherkarte zu,zu speicherkarte sdc4/16 s rainbow microsdhc mb intenso gb edge carte adattatore,intenso mb microsdhc rainbow
1151,569825,Sony USM-CA MicroVault USB 3.1 16 GB – silber,23.5,,,,"['gb', 'microvault', 'silber', 'sony', 'usb', 'usm']",gb microvault silber sony usb usm,usm usb sony silber microvault gb,silber sony
1152,29156,MEMORIA SDSQXPJ-064G-ANCM3 JUMPDRIVE ATTACHE SPEED UHS STICK 633X AND,29.99,,,,"['ancm3', 'attache', 'jumpdrive', 'memoria', 'sdsqxpj-064g', 'speed', 'stick', 'uhs']",ancm3 attache jumpdrive memoria sdsqxpj-064g speed stick uhs,uhs stick speed sdsqxpj-064g memoria jumpdrive attache ancm3,memoria sdsqxpj-064g
1153,504296,"SONY Speed SDHC SDHC/SDXC 128GB GB, 10 Clase (Vitesse 4G GoPro, SD Silber -",47.02,SONY,,,"['clase', 'g', 'gb', 'gopro', 'sd', 'sdhc', 'sdxc', 'silber', 'sony', 'speed', 'vitesse']",clase g gb gopro sd sdhc sdxc silber sony speed vitesse,vitesse speed sony silber sdxc sdhc sd gopro gb g clase,gopro sd sdhc sdxc
1154,250350,"Intenso - sdhc USB-Stick, Prime de 64Go -",1460.0,Intenso,,,"['de', 'intenso', 'prime', 'sdhc', 'stick', 'usb']",de intenso prime sdhc stick usb,usb stick sdhc prime intenso de,prime sdhc
1155,692722,Toshiba Exceria Pro N101 128GB SD Memory Card 260 MB/s 4K - THN-N101K1280E6,148.97,,,,"['card', 'exceria', 'gb', 'k', 'mb', 'memory', 'n101', 'n101k1280e6', 'pro', 's', 'sd', 'thn', 'toshiba']",card exceria gb k mb memory n101 n101k1280e6 pro s sd thn toshiba,toshiba thn sd s pro n101k1280e6 n101 memory mb k gb exceria card,mb memory n101 n101k1280e6
1156,94708,Sony Compact Slim HD-SL1 - disque dur - 1 To - USB 3.0\n,109.0,Sony,"Sony Compact Slim HD-SL1 - disque dur - 1 To - USB 3.0. Disque dur externe. Type de disque dur : Disque Dur Externe. Technologie de disque dur : Disque Dur (HDD) Vitesse de transfert USB 2.0 max (Mbit/s) : 480, Vitesse de transfert USB 3.0 max (Gbit/s) : 5. Format de disque dur : 2.5 pouces. Taux de transfert de données maximum : Vitesse de transfert USB 2.0 max (Mbit/s) : 480, Vitesse de transfert USB 3.0 max (Gbit/s) : 5. Remise de 5% pour les adhérents.",,"['compact', 'disque', 'dur', 'hd', 'sl1', 'slim', 'sony', 'usb']",compact disque dur hd sl1 slim sony usb,usb sony slim sl1 hd dur disque compact,hd sl1
1157,487925,Kingston SDC10G2/8GB - Tarjeta microSD de 8GB (clase 10 UHS-I 45MB/s) con adaptador SD,,,,,"['adaptador', 'clase', 'con', 'de', 'gb', 'kingston', 'microsd', 's', 'sd', 'sdc10g2/8', 'tarjeta', 'uhs']",adaptador clase con de gb kingston microsd s sd sdc10g2/8 tarjeta uhs,uhs tarjeta sdc10g2/8 sd s microsd kingston gb de con clase adaptador,gb kingston microsd s
1158,725494,PNY Attache 4 8GB USB 2.0 (czarny),29.99,,,,"['attache', 'czarny', 'gb', 'pny', 'usb']",attache czarny gb pny usb,usb pny gb czarny attache,czarny gb
1159,1069564,"Sony USM16CA1 Clé USB 3.1 16 Go Argent,Sony,MVT608,Clé USB",22.99,,,,"['argent', 'clé', 'mvt608,clé', 'sony', 'usb', 'usm16ca1']","argent clé mvt608,clé sony usb usm16ca1","usm16ca1 usb sony mvt608,clé clé argent","mvt608,clé sony"
1160,1028606,"Sony XQD Line 16GB SDHC (Ex-Demo) 64 czytnikiem Class 10 | jusqu'à Vert adaptateur 98MB/S,",39.9,Sony,,,"['adaptateur', 'class', 'czytnikiem', 'demo', 'ex', 'gb', ""jusqu'à"", 'line', 's', 'sdhc', 'sony', 'vert', 'xqd']",adaptateur class czytnikiem demo ex gb jusqu'à line s sdhc sony vert xqd,xqd vert sony sdhc s line jusqu'à gb ex demo czytnikiem class adaptateur,ex gb jusqu'à line
1161,225796,"Samsung Galaxy S10 Dual Sim - 128GB, 8GB, 4G LTE, Prism White",12999.0,Samsung Samsung,"Review and Buy Samsung Galaxy S10 Dual Sim - 128GB, 8GB, 4G LTE, Prism White at the best price and offers in Egypt at Souq.com. Shop Mobile Phones Online From Samsung 
",,"['dual', 'g', 'galaxy', 'gb', 'lte', 'prism', 's10', 'samsung', 'sim', 'white']",dual g galaxy gb lte prism s10 samsung sim white,white sim samsung s10 prism lte gb galaxy g dual,gb lte prism s10
1162,586247,Intenso Speed Line - clé USB - 8 Go\n,17.55,Intenso,"Intenso Speed Line - clé USB - 8 Go. Carte CompactFlash. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin.",,"['clé', 'go\\n', 'intenso', 'line', 'speed', 'usb']",clé go\n intenso line speed usb,usb speed line intenso go\n clé,intenso line
1163,94732,"Sandisk - Mbps, Ultra 440/400MB/s 128GB jumpdrive Flash z SDS Pami?? Card Series with USB",135.99,Sandisk,,,"['card', 'flash', 'gb', 'jumpdrive', 'mbps', 'pami', 's', 'sandisk', 'sds', 'series', 'ultra', 'usb', 'z']",card flash gb jumpdrive mbps pami s sandisk sds series ultra usb z,z usb ultra series sds sandisk s pami mbps jumpdrive gb flash card,mbps pami s sandisk
1164,86542,LINE SDHC GLIDE - SANDISK,54.99,SanDisk,,,"['glide', 'line', 'sandisk', 'sdhc']",glide line sandisk sdhc,sdhc sandisk line glide,
1165,266776,"Samsung Grand Prime Plus Dual Sim - 8GB, 1.5GB RAM, 4G LTE, Silver",2399.0,Samsung Samsung,"Review and Buy Samsung Grand Prime Plus Dual Sim - 8GB, 1.5GB RAM, 4G LTE, Silver at the best price and offers in Egypt at Souq.com. Shop Mobile Phones Online From Samsung 
",,"['dual', 'g', 'gb', 'grand', 'lte', 'plus', 'prime', 'ram', 'samsung', 'silver', 'sim']",dual g gb grand lte plus prime ram samsung silver sim,sim silver samsung ram prime plus lte grand gb g dual,grand lte plus prime
1166,119327,"Wysokiej SDXC 64 SD M Class 32 GB,",79.89,,,,"['class', 'gb', 'm', 'sd', 'sdxc', 'wysokiej']",class gb m sd sdxc wysokiej,wysokiej sdxc sd m gb class,m sd
1167,119328,8GB Micro SDHC Class 10 UHS-I 45R Flash Card Single Pack w/o Adapter,11.99,,,,"['adapter', 'card', 'class', 'flash', 'gb', 'micro', 'pack', 'sdhc', 'single', 'uhs', 'w/o']",adapter card class flash gb micro pack sdhc single uhs w/o,w/o uhs single sdhc pack micro gb flash class card adapter,flash gb micro pack
1168,455203,"toshiba 32gb go pro 32g sd usb mb/s, adapter scheda 4g 16 90",50.99,TOSHIBA,,,"['adapter', 'g', 'gb', 'mb', 'pro', 's', 'scheda', 'sd', 'toshiba', 'usb']",adapter g gb mb pro s scheda sd toshiba usb,usb toshiba sd scheda s pro mb gb g adapter,mb pro s scheda
1169,4644,"KINGSTON Ultra SDXC - UHS-II 2.0 95Mo/seconde ab Black le Mediamarkt.es GB,",28.99,KINGSTON,,,"['ab', 'black', 'gb', 'ii', 'kingston', 'le', 'mediamarkt.es', 'sdxc', 'seconde', 'uhs', 'ultra']",ab black gb ii kingston le mediamarkt.es sdxc seconde uhs ultra,ultra uhs seconde sdxc mediamarkt.es le kingston ii gb black ab,ii kingston le mediamarkt.es
1170,1085988,TOSHIBA SDHC 32Go DataTraveler SIM USM64GQX A2 128 gb con Adapter \nmarca: 10 Photo Nero Carte tarjeta),21.98,TOSHIBA,,,"['a2', 'adapter', 'carte', 'con', 'datatraveler', 'gb', 'nero', 'photo', 'sdhc', 'sim', 'tarjeta', 'toshiba', 'usm64gqx']",a2 adapter carte con datatraveler gb nero photo sdhc sim tarjeta toshiba usm64gqx,usm64gqx toshiba tarjeta sim sdhc photo nero gb datatraveler con carte adapter a2,datatraveler gb nero photo
1171,1126948,INTENSO Premium Line USB-Stick,10.99,,,,"['intenso', 'line', 'premium', 'stick', 'usb']",intenso line premium stick usb,usb stick premium line intenso,line premium
1172,692775,Lexar JumpDrive P20 32GB - Pendrive / Memoria USB ASdiscount Lexar,75.61,,Saber más sobre Guardado y comparar para elegir mejor. 5% de descuento para Socios. Puedes comprar online Fnac.es y recoger en tienda gratis.,,"['asdiscount', 'gb', 'jumpdrive', 'lexar', 'memoria', 'p20', 'pendrive', 'usb']",asdiscount gb jumpdrive lexar memoria p20 pendrive usb,usb pendrive p20 memoria lexar jumpdrive gb asdiscount,lexar memoria
1173,864807,"Toshiba Exceria Pro N401 SDXC kort 64 GB - Minneskort, USB-minne",499.0,,,,"['exceria', 'gb', 'kort', 'minne', 'minneskort', 'n401', 'pro', 'sdxc', 'toshiba', 'usb']",exceria gb kort minne minneskort n401 pro sdxc toshiba usb,usb toshiba sdxc pro n401 minneskort minne kort gb exceria,minne minneskort n401 pro
1174,864809,"SANDISK USB USB 48MB/s, m3.0 GB de bis MICRO USB",69.99,SANDISK,,,"['bis', 'de', 'gb', 'm3.0', 'micro', 's', 'sandisk', 'usb']",bis de gb m3.0 micro s sandisk usb,usb sandisk s micro m3.0 gb de bis,m3.0 micro
1175,995884,SONY MPE USB-stick 32 GB Zwart (USM32GR),19.99,,,,"['gb', 'mpe', 'sony', 'stick', 'usb', 'usm32gr', 'zwart']",gb mpe sony stick usb usm32gr zwart,zwart usm32gr usb stick sony mpe gb,sony stick
1176,1159726,TARJETA SDXC JUMPDRIVE KINGSTON 32 + (SDCA3) - - ADAPTER AB U3 (MK94484080) LECTEUR AB CARTE,12.99,Kingston,,,"['ab', 'adapter', 'carte', 'jumpdrive', 'kingston', 'lecteur', 'mk94484080', 'sdca3', 'sdxc', 'tarjeta', 'u3']",ab adapter carte jumpdrive kingston lecteur mk94484080 sdca3 sdxc tarjeta u3,u3 tarjeta sdxc sdca3 mk94484080 lecteur kingston jumpdrive carte adapter ab,jumpdrive kingston lecteur mk94484080
1177,1192497,"PNY Premium 16 32GB OTG GB, plus GB Fnac.es U3 adattatore lecture rosa",10.99,PNY,Carte,,"['adattatore', 'fnac.es', 'gb', 'lecture', 'otg', 'plus', 'pny', 'premium', 'rosa', 'u3']",adattatore fnac.es gb lecture otg plus pny premium rosa u3,u3 rosa premium pny plus otg lecture gb fnac.es adattatore,lecture otg plus pny
1178,266803,SANDISK MICRO VAULT SDXC UHS 512GB SD V30 GO USM64GXP TARJETA SEULE CLÉS,86.99,SanDisk,,,"['clés', 'gb', 'micro', 'sandisk', 'sd', 'sdxc', 'seule', 'tarjeta', 'uhs', 'usm64gxp', 'v30', 'vault']",clés gb micro sandisk sd sdxc seule tarjeta uhs usm64gxp v30 vault,vault v30 usm64gxp uhs tarjeta seule sdxc sd sandisk micro gb clés,sd sdxc seule tarjeta
1179,856645,"Carte Mémoire microSDHC SanDisk Ultra Plus 128 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD",74.99,,,,"['adaptateur', 'allant', 'carte', 'classe', 'de', ""jusqu'à"", 'lecture', 'microsdhc', 'mo', 'mémoire', 'plus', 's', 'sandisk', 'sd', 'ultra', 'vitesse']",adaptateur allant carte classe de jusqu'à lecture microsdhc mo mémoire plus s sandisk sd ultra vitesse,vitesse ultra sd sandisk s plus mémoire mo microsdhc lecture jusqu'à de classe carte allant adaptateur,jusqu'à lecture microsdhc mo mémoire plus
1180,758344,64 mpe plus tarjeta classe lexar card usb drive,41.99,Lexar,,,"['card', 'classe', 'drive', 'lexar', 'mpe', 'plus', 'tarjeta', 'usb']",card classe drive lexar mpe plus tarjeta usb,usb tarjeta plus mpe lexar drive classe card,lexar mpe
1181,1053258,Sony microSDHC XQD Cruzer USB SD UHS-II Speicherkarte unità Blanco U3 Clés | adaptateur,29.49,Sony,,,"['adaptateur', 'blanco', 'clés', 'cruzer', 'ii', 'microsdhc', 'sd', 'sony', 'speicherkarte', 'u3', 'uhs', 'unità', 'usb', 'xqd']",adaptateur blanco clés cruzer ii microsdhc sd sony speicherkarte u3 uhs unità usb xqd,xqd usb unità uhs u3 speicherkarte sony sd microsdhc ii cruzer clés blanco adaptateur,microsdhc sd sony speicherkarte
1182,479820,Sony Micro Vault MACH USM32GQX Drive,29.04,,,,"['drive', 'mach', 'micro', 'sony', 'usm32gqx', 'vault']",drive mach micro sony usm32gqx vault,vault usm32gqx sony micro mach drive,micro sony
1183,676431,"SANDISK MEMORIA MICRO-SDHC SF-G GB 16 STICK 60MBS 100MB/S GB, - (CON",7.99,SanDisk,,,"['con', 'g', 'gb', 'memoria', 'micro', 's', 'sandisk', 'sdhc', 'sf', 'stick']",con g gb memoria micro s sandisk sdhc sf stick,stick sf sdhc sandisk s micro memoria gb g con,memoria micro s sandisk
1184,365144,"clé micro karte dual ultra lexar 10 32gb adaptateur de digital) 10 vie mb/s, 10, sd",62.99,Lexar,,,"['adaptateur', 'clé', 'de', 'digital', 'dual', 'gb', 'karte', 'lexar', 'mb', 'micro', 's', 'sd', 'ultra', 'vie']",adaptateur clé de digital dual gb karte lexar mb micro s sd ultra vie,vie ultra sd s micro mb lexar karte gb dual digital de clé adaptateur,gb karte lexar mb
1185,963160,Memoria SDXC Transcend 64GB Ultimate UHS-II U3,118.99,,,,"['gb', 'ii', 'memoria', 'sdxc', 'transcend', 'u3', 'uhs', 'ultimate']",gb ii memoria sdxc transcend u3 uhs ultimate,ultimate uhs u3 transcend sdxc memoria ii gb,sdxc transcend
1186,1184348,Kingston Ultra microSDXC USB DataTraveler UHS-I Gb Para + 2.0,30.0,Kingston,SanDisk,,"['datatraveler', 'gb', 'kingston', 'microsdxc', 'para', 'uhs', 'ultra', 'usb']",datatraveler gb kingston microsdxc para uhs ultra usb,usb ultra uhs para microsdxc kingston gb datatraveler,microsdxc para
1187,610914,sandisk ultra sa3 mercado 4 usb 100 (bis,17.99,SANDISK,,,"['bis', 'mercado', 'sa3', 'sandisk', 'ultra', 'usb']",bis mercado sa3 sandisk ultra usb,usb ultra sandisk sa3 mercado bis,sa3 sandisk
1188,381559,Kingston Technology ULTRA Tarjeta UHS-I Drive 10 4 UHS-I + Deluxe Fnac.es - dans,23.15,Kingston,,,"['dans', 'deluxe', 'drive', 'fnac.es', 'kingston', 'tarjeta', 'technology', 'uhs', 'ultra']",dans deluxe drive fnac.es kingston tarjeta technology uhs ultra,ultra uhs technology tarjeta kingston fnac.es drive deluxe dans,fnac.es kingston
1189,78456,"SANDISK EXTREME 128GB CARD 8 GBSP) 95MB/S DRIVE CARD (SDCS/64GB) | P6 (64GB, CLASS D'ACTION DI",12.99,SanDisk,,,"['card', 'class', ""d'action"", 'di', 'drive', 'extreme', 'gb', 'gbsp', 'p6', 's', 'sandisk', 'sdcs/64']",card class d'action di drive extreme gb gbsp p6 s sandisk sdcs/64,sdcs/64 sandisk s p6 gbsp gb extreme drive di d'action class card,drive extreme gb gbsp
1190,1036926,Clé USB Intenso Cl&amp;eacute; USB 64GB Intenso FlashDrive Premium Line 3.0 - blister aluminium (MK935883101),40.42,,,,"['aluminium', 'blister', 'cl&amp;eacute', 'clé', 'flashdrive', 'gb', 'intenso', 'line', 'mk935883101', 'premium', 'usb']",aluminium blister cl&amp;eacute clé flashdrive gb intenso line mk935883101 premium usb,usb premium mk935883101 line intenso gb flashdrive clé cl&amp;eacute blister aluminium,clé flashdrive gb intenso
1191,1102466,"Samsung LSD8GBBBEU300 Multi Ultra (4070526) 3.0, + UHS-1) USB",29.9,Samsung,,,"['lsd8gbbbeu300', 'multi', 'samsung', 'uhs-1', 'ultra', 'usb']",lsd8gbbbeu300 multi samsung uhs-1 ultra usb,usb ultra uhs-1 samsung multi lsd8gbbbeu300,samsung uhs-1
1192,873090,"Tesco direct: Lexar JumpDrive S25 16 GB USB 3.0 Flash Drive - Teal, White",11.36,,,,"['direct', 'drive', 'flash', 'gb', 'jumpdrive', 'lexar', 's25', 'teal', 'tesco', 'usb', 'white']",direct drive flash gb jumpdrive lexar s25 teal tesco usb white,white usb tesco teal s25 lexar jumpdrive gb flash drive direct,gb jumpdrive lexar s25
1193,537236,SanDisk High-Performance SDHC PRO 32 (95 MB/s Class LINE Flash Gen UHS-I,25.07,SanDisk,,,"['class', 'flash', 'gen', 'high', 'line', 'mb', 'performance', 'pro', 's', 'sandisk', 'sdhc', 'uhs']",class flash gen high line mb performance pro s sandisk sdhc uhs,uhs sdhc sandisk s pro performance mb line high gen flash class,line mb performance pro
1194,766615,Kingston - carte mémoire flash - 4 Go - SDHC,,,,,"['carte', 'flash', 'kingston', 'mémoire', 'sdhc']",carte flash kingston mémoire sdhc,sdhc mémoire kingston flash carte,flash kingston
1195,1192600,"INTENSO TransMemory S10 Cruzer S70 10 Memory MB/s, Go",31.0,INTENSO,,,"['cruzer', 'intenso', 'mb', 'memory', 's', 's10', 's70', 'transmemory']",cruzer intenso mb memory s s10 s70 transmemory,transmemory s70 s10 s memory mb intenso cruzer,memory s
1196,881310,flash microsdhc canvas digital sandisk - till mb/s rayon l\'essence classe uhs-i ultra usb,19.99,Sandisk,,,"['canvas', 'classe', 'digital', 'flash', ""l\\'essence"", 'mb', 'microsdhc', 'rayon', 's', 'sandisk', 'till', 'uhs', 'ultra', 'usb']",canvas classe digital flash l\'essence mb microsdhc rayon s sandisk till uhs ultra usb,usb ultra uhs till sandisk s rayon microsdhc mb l\'essence flash digital classe canvas,mb microsdhc rayon s
1197,111266,Sandisk microSDHC Canvas USB Ultra Digital - Uhs-i MB/s till Classe Flash rayon l\'essence,15.0,Sandisk,,,"['canvas', 'classe', 'digital', 'flash', ""l\\'essence"", 'mb', 'microsdhc', 'rayon', 's', 'sandisk', 'till', 'uhs', 'ultra', 'usb']",canvas classe digital flash l\'essence mb microsdhc rayon s sandisk till uhs ultra usb,usb ultra uhs till sandisk s rayon microsdhc mb l\'essence flash digital classe canvas,mb microsdhc rayon s
1198,406193,"Clé USB Lexar JumpDrive C20m 32GB 32GB USB 3.0 (3.1 Gen 1) Type-A/Type-C Noir, Argent lecteur USB flash (MK113845669)",29.97,,,,"['argent', 'c', 'c20', 'clé', 'flash', 'gb', 'gen', 'jumpdrive', 'lecteur', 'lexar', 'm', 'mk113845669', 'noir', 'type', 'usb']",argent c c20 clé flash gb gen jumpdrive lecteur lexar m mk113845669 noir type usb,usb type noir mk113845669 m lexar lecteur jumpdrive gen gb flash clé c20 c argent,flash gb gen jumpdrive lecteur lexar
1199,299703,Kingston Ultimate - carte mémoire flash - 16 Go - SDHC\n,20.02,Kingston,"Kingston Ultimate - carte mémoire flash - 16 Go - SDHC. Carte SD. Remise 5% pour les adhérents. Achetez vos produits high-tech (ordinateur, ipad, accessoires informatique) en ligne et retirez-les en magasin.",,"['carte', 'flash', 'kingston', 'mémoire', 'sdhc\\n', 'ultimate']",carte flash kingston mémoire sdhc\n ultimate,ultimate sdhc\n mémoire kingston flash carte,kingston mémoire
1200,389819,SANDISK HyperX SDXC 3.0 Ultra 128GB orange Cruzer,149.0,SANDISK,,,"['cruzer', 'gb', 'hyperx', 'orange', 'sandisk', 'sdxc', 'ultra']",cruzer gb hyperx orange sandisk sdxc ultra,ultra sdxc sandisk orange hyperx gb cruzer,hyperx orange
1201,135868,Tesco Mémoire U302 memory 32GB Ultra UHS-I 2.0 ADAPTADOR,16.65,,,,"['adaptador', 'gb', 'memory', 'mémoire', 'tesco', 'u302', 'uhs', 'ultra']",adaptador gb memory mémoire tesco u302 uhs ultra,ultra uhs u302 tesco mémoire memory gb adaptador,mémoire tesco
1202,873151,Tesco direct: Lexar JumpDrive P20 32GB USB 3.0 (3.1 Gen 1) Type-A Black flash drive,43.91,,,,"['black', 'direct', 'drive', 'flash', 'gb', 'gen', 'jumpdrive', 'lexar', 'p20', 'tesco', 'type', 'usb']",black direct drive flash gb gen jumpdrive lexar p20 tesco type usb,usb type tesco p20 lexar jumpdrive gen gb flash drive direct black,gb gen jumpdrive lexar
1203,21192,Tesco direct: PNY Attach 4 8GB USB 2.0 Type-A Black flash drive,,,,,"['attach', 'black', 'direct', 'drive', 'flash', 'gb', 'pny', 'tesco', 'type', 'usb']",attach black direct drive flash gb pny tesco type usb,usb type tesco pny gb flash drive direct black attach,drive flash gb pny
1204,611017,Toshiba EXCERIA PRO - carte mémoire flash - 32 Go - SDHC UHS-II,,,,,"['carte', 'exceria', 'flash', 'ii', 'mémoire', 'pro', 'sdhc', 'toshiba', 'uhs']",carte exceria flash ii mémoire pro sdhc toshiba uhs,uhs toshiba sdhc pro mémoire ii flash exceria carte,ii mémoire
