,date,journal,pages,volume,title,author,note,address,publisher,booktitle,editor,booktile,institution,tech,Pages,year,type,month,id
1113,," Machine Learning, "," 249-286, ", 1 , Experimental goal regression: A method for learning problem-solving heuristics. , Bruce Porter and Dennus Kibler. ,,,,,,,,,, 1986. ,,,1113
1114,," Machine Learning, "," 249-286, ", 1 , Experimental goal regression: A method for learning problem-solving heuristics. , Bruce Porter and Dennus Kibler. ,,,,,,,,,, 1986. ,,,1114
1115,," Machine Learning, "," 249-286, ", 1 , Experimental goal regression: A method for learning problem-solving heuristics. , Bruce Porter and Dennus Kibler. ,,,,,,,,,, 1986. ,,,1115
1116,," Machine Learning, "," 249-286, ", 1 , Experimental goal regression: A method for learning problem-solving heuristics. , Bruce Porter and Dennus Kibler. ,,,,,,,,,, 1986. ,,,1116
1123,," IEEE Trans. Syst., Man, and Cybernetics, ","637-647, ", SMC-6(9): , A theory of nonuniformity in digitized binary pictures. , J. Sklansky and D. F. Kibler. ,,,,,,,,,, 1976. ,,Sept. ,1123
1165,," Machine Learning, ",,, Goal-directed Classification Using Linear Machine Decision Trees. , C. E. Brodley and P. E. Utgoff. ,,,,,,,,,, 1994. ,,,1165
1166,," Machine Learning, ",,, Goal-directed Classification Using Linear Machine Decision Trees. , C. E. Brodley and P. E. Utgoff. ,,,,,,,,,, 1994. ,,,1166
1167,," Machine Learning, ",,, Goal-directed Classification Using Linear Machine Decision Trees., C. E. Brodley and P. E. Ut-goff. ,,,,,,,,,, page  1994. ,,,1167
1168,," IEEE Trans. on Pattern Analysis and Machine Intelligence, ",,, Goal-directed Classification Using Linear Machine Decision Trees. ," B. Draper, C. E. Brodley, and P. Utgoff. ",,,,,,,,,, 1994. ,,,1168
1169,," Machine Learning, ",,, Goal-directed Classification Using Linear Machine Decision Trees., C. E. Brodley and P. E. Utgoff. ,,,,,,,,,, 1994. ,,,1169
1170,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1170
1171,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1171
1172,, Machine Learning. ,,," , ""Multivariate decision trees"","," Brodley, C. E. & Utgoff, P. E. ",,, Forthcoming. ,,,,,,,,,,1172
1173,," Machine Learning, ", 45-77. ," 19, ", Multivariate decision trees. ," Brodley, C. E. and Utgoff P. E. ",,,,,,,,,, (1995).,,,1173
1174,," Machine Learning, ", 45-77. ," 19, ", Multivariate decision trees. ," Brodley, C. E. and Utgoff P. E. ",,,,,,,,,, (1995).,,,1174
1175,, Machine Learning , 45-77. ,19: ," Multivariate decision trees, "," Brodley, C. E. and Utgoff, P. E. ",,,,,,,,,, (1995). ,,,1175
1176,, Machine Learning , 45-77. ,19: ," Multivariate decision trees, "," Brodley, C. E. and Utgoff, P. E. ",,,,,,,,,, (1995). ,,,1176
1177,, Machine Learning , 45-77. ,19: ," Multivariate decision trees, "," Brodley, C. E. and Utgoff, P. E. ",,,,,,,,,, (1995). ,,,1177
1178,, Machine Learning. ,,, (in press). Multivariate decision trees. ," Brodley, C. E., & Utgoff, P. E. ",,,,,,,,,,,,,1178
1179,," Machine Learning, ",,, Multivariate decision trees.," Brodley, C. E., & Utgoff, P. E. ",,,,,,,,,, (1994). ,,,1179
1180,," Machine Learning, ",,, Multivariate decision trees.," Brodley, C. E., & Utgoff, P. E. ",,,,,,,,,, (1994). ,,,1180
1181,," Machine Learning, ",,, Multivariate decision trees.," Brodley, C. E., & Utgoff, P. E. ",,,,,,,,,, (1994). ,,,1181
1182,," Machine Learning, ",,, Multivariate decision trees.," Brodley, C. E., & Utgoff, P. E. ",,,,,,,,,, (1994). ,,,1182
1183,," Machine Learning, ",,, Multivariate decision trees.," Brodley, C. E., & Utgoff, P. E. ",,,,,,,,,, (1994). ,,,1183
1184,,"Machine Learning, ",,, Multivariate decision trees. ," Brodley, C. E., & Utgoff, P. E. ",,,,,,,,,, (1994). ,,,1184
1185,," Machine Learning, ",,, Multivariate decision trees.," Brodley, C. E., & Utgoff, P. E. ",,,,,,,,,, (1994). ,,,1185
1186,," Machine Learning, ", 45-77. ," 19 (1), ", Multivariate decision trees. ," Brodley, C. E., & Utgoff, P. E. ",,,,,,,,,, (1995). ,,,1186
1187,," In Machine Learning, ", 45-77. ," 19, "," Multivariate Decision Trees, "," Brodley, C. E., Utgoff, P. E. ",,,,,,,,,, (1995). ,,,1187
1188,, Machine Learning , 45-77. ,"19, "," Multivariate Decision Trees, "," Brodley, C.E. and Utgoff P.E. ",,,,,,,,,," (1995),",,,1188
1189,, Machine Learning , 45-77. ,"19, "," Multivariate Decision Trees, "," Brodley, C.E. and Utgoff P.E. ",,,,,,,,,," (1995),",,,1189
1190,," Machine Learning, ", pp. 45-77. ," 19, "," ""Multivariate Decision Trees"", "," Brodley, C.E., and Utgoff, P.E. ",,,,,,,,,," (1995), ",,,1190
1191,," Machine Learning, "," 45-77, ", 19(1) , Multivariate decision trees. , C. E. Brodley and P. E. Utgoff. ,,,,,,,,,, 1995. ,,,1191
1192,," Machine Learning, ",,," ""Multivariate Decision Trees"","," Brodley, C.E. and Utgoff, P.E. ",,,,,,,,,,,,,1192
1193,," Machine Learning, ", pp 45-57. ,," ""Multivariate decision trees"","," C.E. Brodley and P.E. Utgoff, ",,,,,,,,,," 1995, ",,,1193
1194,," Machine Learning, "," 45-77, ", 19(1) , Multivariate decision trees. , C. E. Brodley and P. E. Utgoff. ,,,,,,,,,, 1995. ,,,1194
1195,,  Machine Learning. ,,, Multivariate Decision Trees. ," Brodley, C. E., and Utgoff, P. E. ",,,,,,,,,, 1994. ,,,1195
1197,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1197
1198,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1198
1199,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1199
1200,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1200
1201,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1201
1202,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1202
1203,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1203
1204,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1204
1205,," Machine Learning, "," 45-77, ", 19 , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1205
1206,," Machine Learning, "," 45-77, ", 19(1) , Multivariate decision trees. , C. E. Brodley and P. E. Utgoff. ,,,,,,,,,, 1995. ,,,1206
1207,," Machine Learning, ",,," ""Multivariate decision trees"", "," C.E. Brodley and P.E. Utgoff, ",,,,,,,,,, 1995. ,,,1207
1208,," Machine Learning, ",," 19, ", Multivariate trees. , C. Brodley and P. Utgoff. ,,,,,,,,,, 1995. ,,,1208
1209,," Machine Learning, "," 45-77, ", 19(1) , Multivariate decision trees. , C. E. Brodley and P. E. Utgoff. ,,,,,,,,,, 1995. ,,,1209
1210,," Machine Learning, "," 45-77, ", 19(1) , Multivariate decision trees. , C. E. Brodley and P. E. Utgoff. ,,,,,,,,,, 1995. ,,,1210
1211,,  Machine Learning. ,,, Multivariate Decision Trees. ," Brodley, C.E., and Utgoff, P.E. ",,,,,,,,,, 1994. ,,,1211
1212,," Machine Learning, "," 45-78, ", 19(1) , Multivariate decision trees. , Carla E. Brodley and Paul E. Utgoff. ,,,,,,,,,, 1995. ,,,1212
1213,," Machine Learning, ", 45-77. ," 19, ", Multivariate decision trees. ," C.E. Brodley and P.E. Utgoff, ",,,,,,,,,,,,,1213
1214,," Machine Learning, ",,," ""Multivriate Decision Trees"","," C. Brodley, P. Utgoff, ",,,,,,,,,,,,,1214
1254,," Artificial Intelligence, ", 333-377. ," 32, ", Planning for conjunctive goals. ," Chapman, D. ",,,,,,,,,, (1987). ,,,1254
1255,," Artificial Intelligence, ", 333-377. ," 32, ", Planning for conjunctive goals. ," Chapman, D. ",,,,,,,,,, (1987). ,,,1255
1260,," Neural Computation,", 372-381. , 1, Finite state automata and simple recurrent networks.," Cleeremans, A., Servan-Schreiber, D., & McClelland, J. ",,,,,,,,,, (1989). ,,,1260
1262,, Machine Learning: , (pp. 92-101). ,, A teaching method for reinforcement learning.," Clouse, J. A., & Utgoff, P. E. ",," San Mateo, CA: ", Morgan Kaufmann. , Proceedings of the Ninth International Conference ,,,,,, (1992). ,,,1262
1263,, Machine Learning: , (pp. 92-101). ,, A teaching method for reinforcement learning.," Clouse, J. A., & Utgoff, P. E. ",," San Mateo, CA: ", Morgan Kaufmann. , Proceedings of the Ninth International Conference ,,,,,, (1992). ,,,1263
1298,," IEEE Trans. on Pattern Analysis and Machine Intelligence, ",":888, ", 16(9), Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1298
1299,," IEEE Trans. on Pattern Analysis and Machine Intelligence, ",":888, ", 16(9), Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1299
1300,, IEEE Transactions on Pattern Analysis and Machine Intelligence, 888-893. ," 16(9), "," `Goal-directed classification using linear machine decision trees', "," Draper, B. A., Brodley, C. E. & Utgoff, P. E. ",,,,,,,,,," (1994), ",,,1300
1301,, IEEE Transactions on Pattern Analysis and Machine Intelligence , 888-893. ,"16(9), "," `Goal-directed classification using linear machine decision trees', "," Draper, B. A., Brodley, C. E. & Utgoff, P. E. ",,,,,,,,,," (1994), ",,,1301
1302,," IEEE Transactions on Pattern Analysis and Machine Intelligence, ", 888-893. ," 16, ", Goal-directed classification using linear machine decision trees. ," Draper, B. A., Brodley, C. E., & Utgoff, P. E. ",,,,,,,,,, (1994). ,,,1302
1303,," IEEE Transactions on Pattern Analysis and Machine Intelligence, ","888, ", 16(9):, Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1303
1304,," IEEE Transactions on Pattern Analysis and Machine Intelligence, ",":888, ", 16(9), Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1304
1305,," IEEE Transactions on Pattern Analysis and Machine Intelligence, ",":888, ", 16(9), Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1305
1306,," IEEE Transactions on Pattern Analysis and Machine Intelligence, ",":888, ", 16(9), Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1306
1307,," IEEE Transactions on Pattern Analysis and Machine Intelligence, ",":888, ", 16(9), Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1307
1308,," IEEE Transactions on Pattern Analysis and Machine Intelligence, ",":888, ", 16(9), Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1308
1309,," IEEE Transactions on Pattern Analysis and Machine Intelligence, ",":888, ", 16(9), Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1309
1310,," IEEE Transactions on Pattern Analysis and Machine Intelligence, ",":888, ", 16(9), Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1310
1311,," IEEE Transactions on Pattern Analysis and Machine Intelligence, ",":888, ", 16(9), Goal-directed classification using linear machine decision trees. ," B. A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,,,1311
1312,," IEEE Transactions on Pattern Analysis and Machine Intelligence, "," 888-893, ", 16(9) , Goal-Directed Classification using Linear Machine Decision Trees. ," Bruce A. Draper, Carla E. Brodley, and Paul E. Utgoff. ",,,,,,,,,, 1994. ,, September ,1312
1313,," IEEE Trans. on Pattern Analysis and Machine Intelligence, ",, 16(9):, Goal-directed Classification Using Linear Machine Decision Trees. ," B. Draper, C. E. Brodley, and P. Utgoff. ",,,,,,,,,, 1994. ,,,1313
1347,," Journal of Algorithms, ",":381-395, ",(3), The NP-completeness Column : An Outgoing Guide. , David S. Johnson. ,,,,,,,,,,1982,,,1347
1376,," Machine Learning, ", pp. 163-190. ,, Learning by experimentation: Acquiring and refining problem solving heuristics. ," Mitchell, T., Utgoff, P., & Banerji, R. ",," Palo Alto, CA. "," Tioga, ",," In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.), ",,,,, (1983). ,,,1376
1377,," Machine Learning, ", pp. 163-190. ,, Learning by experimentation: Acquiring and refining problem solving heuristics. ," Mitchell, T., Utgoff, P., & Banerji, R. ",," Palo Alto, CA. "," Tioga, ",," In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.), ",,,,, (1983). ,,,1377
1378,," Machine Learning, ", pp. 163-190. ,, Learning by experimentation: Acquiring and refining problem solving heuristics. ," Mitchell, T., Utgoff, P., & Banerji, R. ",," Palo Alto, CA. "," Tioga, ",," In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.), ",,,,, (1983). ,,,1378
1379,," Machine Learning, ", pp. 163-190. ,, Learning by experimentation: Acquiring and refining problem solving heuristics. ," Mitchell, T., Utgoff, P., & Banerji, R. ",," Palo Alto, CA. "," Tioga, ",," In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.), ",,,,, (1983). ,,,1379
1392,, Machine Learning. ,,, Learning by experimentation: Acquiring and refining problem-solving heuristics. ," Mitchell, T.M.; Utgoff, P.E.; and Banerji, R.B. ",,, Morgan Kaufmann. ,,,,,,, 1983. ,,,1392
1482,,"The Annals of Statistics,", 595-645. ," 5 ,", : Consistent nonparametric regression. ," Stone, C.J. ",,,,,,,,,, (1977),,,1482
1547,," Machine Learning, ", pp. 107-148. ," Vol. 2, chap. 5, ", Shift of bias for inductive concept learning. ," Utgoff, P. E. ",," San Mateo, CA: ", Morgan Kaufmann. ,," In Michalski, Carbonell, & Mitchell (Eds.), ",,,,, (1986). ,,,1547
1548,," Machine Learning, ", pp. 107-148. ," Vol.2, chap. 5, ", Shift of bias for inductive concept learning. ," Utgoff, P. E. ",," San Mateo, CA: ", Morgan Kaufmann. ,," In Michalski, Carbonell, & Mitchell (Eds.), ",,,,, (1986). ,,,1548
1574,," Machine Learning, ", pages 163-190. ," volume 2, ", Shift of bias for inductive concept learning. , P. Utgoff. ,," Los Altos, CA, "," Morgan Kauf-mann, ",," In R. Michalski, J. Carbonell, and T. Mitchell, editors, ",,,,, 1986. ,,,1574
1575,," Machine Learning, ", pages 163-190. ," volume 2, ", Shift of bias for inductive concept learning. , P. Utgoff. ,," Los Altos, CA, "," Morgan Kaufmann, ",," In R. Michalski, J. Carbonell, and T. Mitchell, editors, ",,,,, 1986. ,,,1575
1576,," Machine Learning, ", pages 163-190. ," volume 2, ", Shift of bias for inductive concept learning. , P. Utgoff. ,," Los Altos, CA, "," Morgan Kaufmann, ",," In R. Michalski, J. Carbonell, and T. Mitchell, editors, ",,,,, 1986. ,,,1576
1577,," Machine Learning, ", pages 163-190. ," volume 2, ", Shift of bias for inductive concept learning. , P. Utgoff. ,," Los Altos, CA, "," Morgan Kaufmann, ",," In R. Michalski, J. Carbonell, and T. Mitchell, editors, ",,,,, 1986. ,,,1577
1586,," Machine Learning, ", page 107. ,, Shift Of Bias For Inductive Concept Learning. , P. Utgoff. ,," Los Altos, Ca, "," Morgan Kaufman, ",," In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors, ",,,,, 1986. ,,,1586
1587,," Machine Learning, ", page 107. ,, Shift Of Bias For Inductive Concept Learning. , P. Utgoff. ,," Los Altos, Ca, "," Morgan Kaufman, ",," In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors, ",,,,, 1986. ,,,1587
1588,," Machine Learning, ", page 107. ,, Shift Of Bias For Inductive Concept Learning. , P. Utgoff. ,," Los Altos, Ca, "," Morgan Kaufman, ",," In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors, ",,,,, 1986. ,,,1588
1624,," Connection Science, ",," 1(4), ", Perceptron trees: A case study in hybrid concept representations. , Paul. E. Utgoff. ,,,,,,,,,, 1990. ,,,1624
1628,," Machine Learning, ",":161-186, ", (4), Incremental induction of decision trees. , P.E. Utgoff. , This article was processed using the L a T E X macro package with LLNCS style,,,,,,,,,1989.,,,1628
1629,," Machine Learning, ",":161 - 186, ", 4, Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1629
1630,, Machine Learning. , 161-186. ," Vol.4, ",. Incremental induction of decision trees. , P. Utgoff ,,,,,,,,,, (1989),,,1630
1631,," Machine Learning, ", 161-186. , 4 ," Incremental Induction of Decision Trees, ", Utgoff P. E. ,,,,,,,,,, (1989).,,,1631
1632,," Machine Learning, ", 161-186. , 4(2) , Incremental induction of decision trees. ," Utgoff, P. ",,,,,,,,,, (1989). ,,,1632
1633,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. ",,,,,,,,,, (1989). ,,,1633
1634,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. ",,,,,,,,,, (1989). ,,,1634
1635,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. ",,,,,,,,,, (1989). ,,,1635
1636,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. ",,,,,,,,,, (1989). ,,,1636
1637,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. ",,,,,,,,,, (1989). ,,,1637
1638,," Machine Learning, ",161-186. ," 4 , ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1638
1639,," Machine Learning, ", 161-186. ," 4 ,", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1639
1640,," Machine Learning, ", 161-186. ," 4 ,", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1640
1641,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1641
1642,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1642
1643,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1643
1644,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1644
1645,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1645
1646,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1646
1647,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1647
1648,," Machine Learning,", 161-186. ," 4,", Incremental induction of decision trees.," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1648
1649,," Machine Learning,", 161-186. ," 4,", Incremental induction of decision trees.," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1649
1650,," Connection Science, ", 377-391. ," 1, ", Perceptron trees: A case study in hybrid concept representa tions. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1650
1651,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989a). ,,,1651
1652,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989a). ,,,1652
1653,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989b). ,,,1653
1654,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," Utgoff, P. E. ",,,,,,,,,, (1989b). ,,,1654
1660,, Machine Learning, 161-186. , 4: , Incremental induction of decision trees. ," Utgoff, P.E. ",,,,,,,,,, (1989),,,1660
1662,, Machine Learning , 161-186. ,4(2) , Incremental induction of decision trees. ," Utgoff, P.E. ",,,,,,,,,, 1989. ,,,1662
1663,," Connection Science, "," 377-391, ", 1 , Perceptron trees: A case study in hybrid concept representations. , P. E. Utgoff. ,,,,,,,,,, 1989. ,,,1663
1664,," Connection Science, "," 377-391, ", 1 , Perceptron trees: A case study in hybrid concept representations. , P. E. Utgoff. ,,,,,,,,,, 1989. ,,,1664
1665,," Machine Learning, "," 161-186, ", 4(2) , Incremental induction of decision trees. , P. Utgoff. ,,,,,,,,,, 1989. ,,,1665
1666,," Machine Learning, "," 161-186, ", 4(2) , Incremental induction of decision trees. , P. Utgoff. ,,,,,,,,,, 1989. ,,,1666
1668,," Machine Learning, "," 161-186, ", 4(2) , Incremental induction of decision trees. , P.E. Utgoff. ,,,,,,,,,, 1989. ,,,1668
1669,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. ," Utgoff, P. ",,,,,,,,,, 1989. ,,,1669
1670,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. ," Utgoff, P. ",,,,,,,,,, 1989. ,,,1670
1671,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. ," Utgoff, P. ",,,,,,,,,, 1989. ,,,1671
1672,," Machine Learning, ",," 4, ", Incremental induction of decision trees. , P. E. Utgoff. ,,,,,,,,,, 1989. ,,,1672
1674,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1674
1675,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1675
1676,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1676
1677,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1677
1678,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1678
1679,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1679
1680,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1680
1681,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1681
1682,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1682
1683,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1683
1684,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , P. E. Utgoff. ,,,,,,,,,, 1989. ,,,1684
1685,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , P. E. Utgoff. ,,,,,,,,,, 1989. ,,,1685
1686,," Machine Learning, "," 161-186, ", 4 , Incremental induction of decision trees. , P.E. Utgoff. ,,,,,,,,,, 1989. ,,,1686
1687,, Machine Learning ," 161-186, ",4 ," Incremental Learning of Decision trees., ", Utgoff P.E.: ,,,,,,,,,, 1989 ,,,1687
1688,," Machine Learning, ", 161-186. ," 4, ", Incremental induction of decision trees. ," P.E. Utgoff, ",,,,,,,,,,,,,1688
1699,," Connection Science, ", 377-391. ," 1, ", Perceptron trees: A case study in hybrid concept representa-tions. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1699
1700,," Connection Science, ", 377-391. ," 1 (4), ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1700
1701,," Connection Science, ", 377-391. ," 1 (4), ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1701
1702,," Connection Science, ", 377-391. ," 1 (4), ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1702
1703,," Connection Science, ", 377-391. ," 1 (4), ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1703
1704,," Connection Science, ", 377-391. ," 1 (4), ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1704
1705,," Connection Science, ", 377-391. ," 1 (4), ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1705
1706,," Connection Science, ", 377-391. ," 1 (4), ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1706
1707,," Connection Science, ", 377-391. ," 1, ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1707
1708,," Connection Science, ", 377-391. ," 1, ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1708
1709,," Connection Science, ", 377-391. ," 1, ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989). ,,,1709
1710,," Connection Science, ", 377-391. ," 1, ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989b). ,,,1710
1711,," Connection Science, ", 377-391. ," 1, ", Perceptron trees: A case study in hybrid concept representations. ," Utgoff, P. E. ",,,,,,,,,, (1989b). ,,,1711
1712,," Connection Science, ", pp. 337-391. ," 1, "," Perceptron Trees: A case study in hybrid concept representations, "," Utgoff, P.E. ",,,,,,,,,," (1989), ",,,1712
1713,," Connection Science, ", pp. 337-391. ," 1, "," Perceptron Trees: A case study in hybrid concept representations, "," Utgoff, P.E. ",,,,,,,,,," (1989), ",,,1713
1714,," Connection Science, ",, Volume 1. , Perceptron Trees: A case study in Hybrid Concept Representations. ," Utgoff, P., E., ",,,,,,,,,, (1989),,,1714
1715,," Connection Science, ",, Volume 1. , Perceptron Trees: A case study in Hybrid Concept Representations. ," Utgoff, P., E., ",,,,,,,,,, (1989),,,1715
1716,," Connection Science, "," 377-391, ", 1(4) , Perceptron trees: A case study in hybrid concept representations. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1716
1717,," Connection Science, "," 377-391, ", 1(4) , Perceptron trees: A case study in hybrid concept representations. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1717
1718,," Connection Science, "," 377-391, ", 1(4) , Perceptron trees: A case study in hybrid concept representations. , Paul E. Utgoff. ,,,,,,,,,, 1989. ,,,1718
