ProdName,Annotations
Intel Core i7 Processor (9th Gen) Laptop 64 bit Windows 10 Dell 512 GB SSD 39.62 cm (15.6 inch)  Inspiron 8 GB DDR4 ,"[(0, 33, 'Processor'), (34, 40, 'Category'), (41, 58, 'OS'), (59, 63, 'Brand'), (64, 74, 'Disk'), (75, 96, 'Dim'), (97, 105, 'Model'), (106, 116, 'RAM')]"
ROG 39.62 cm (15.6 inch)  64 bit Windows 10 Intel Core i7 Processor (9th Gen) 1 TB SSD 16 GB DDR4  Laptop Asus,"[(0, 3, 'Model'), (4, 25, 'Dim'), (26, 43, 'OS'), (44, 77, 'Processor'), (78, 86, 'Disk'), (87, 98, 'RAM'), (99, 105, 'Category'), (106, 110, 'Brand')]"
1 TB HDD|128 GB SSD 64 bit Windows 10 Intel Core i5 Processor (8th Gen) 39.62 cm (15.6 inch)  8 GB DDR4  Laptop Nitro Acer,"[(0, 19, 'Disk'), (20, 37, 'OS'), (38, 71, 'Processor'), (72, 93, 'Dim'), (94, 104, 'RAM'), (105, 111, 'Category'), (112, 117, 'Model'), (118, 122, 'Brand')]"
Acer 500 GB HDD Laptop 2 GB DDR3  Aspire 39.62 cm (15.6 inch)  Intel Celeron Dual Core Processor Linux/Ubuntu,"[(0, 4, 'Brand'), (5, 15, 'Disk'), (16, 22, 'Category'), (23, 33, 'RAM'), (34, 40, 'Model'), (41, 62, 'Dim'), (63, 96, 'Processor'), (97, 109, 'OS')]"
4 GB DDR4  ProBook HP Laptop 39.62 cm (15.6 inch)  Intel Celeron Dual Core Processor 1 TB HDD 64 bit Windows 10,"[(0, 10, 'RAM'), (11, 18, 'Model'), (19, 21, 'Brand'), (22, 28, 'Category'), (29, 50, 'Dim'), (51, 84, 'Processor'), (85, 93, 'Disk'), (94, 111, 'OS')]"
Intel Core i9 Processor (8th Gen) Laptop MacBook Pro 512 GB SSD Mac 16 GB DDR3  39.12 cm (15.4 inch)  Apple,"[(0, 33, 'Processor'), (34, 40, 'Category'), (41, 52, 'Model'), (53, 63, 'Disk'), (64, 67, 'OS'), (68, 79, 'RAM'), (80, 101, 'Dim'), (102, 107, 'Brand')]"
Lenovo Legion 8 GB DDR4  64 bit Windows 10 Intel Core i5 Processor (9th Gen) 1 TB SSD Laptop 38.1 cm (15 inch) ,"[(0, 6, 'Brand'), (7, 13, 'Model'), (14, 24, 'RAM'), (25, 42, 'OS'), (43, 76, 'Processor'), (77, 85, 'Disk'), (86, 92, 'Category'), (93, 111, 'Dim')]"
1 TB SSD 32 GB DDR4  39.62 cm (15.6 inch)  Intel Core i9 Processor (9th Gen) XPS Laptop Dell 64 bit Windows 10,"[(0, 8, 'Disk'), (9, 20, 'RAM'), (21, 42, 'Dim'), (43, 76, 'Processor'), (77, 80, 'Model'), (81, 87, 'Category'), (88, 92, 'Brand'), (93, 110, 'OS')]"
Mac Apple Intel Core i5 Processor (8th Gen) 256 GB SSD Laptop MacBook Pro 8 GB DDR3  33.78 cm (13.3 inch) ,"[(0, 3, 'OS'), (4, 9, 'Brand'), (10, 43, 'Processor'), (44, 54, 'Disk'), (55, 61, 'Category'), (62, 73, 'Model'), (74, 84, 'RAM'), (85, 106, 'Dim')]"
8 GB DDR3  Apple Intel Core m3 Processor (7th Gen) 256 GB SSD 30.48 cm (12 inch)  MacBook Pro 64 bit Mac Laptop,"[(0, 10, 'RAM'), (11, 16, 'Brand'), (17, 50, 'Processor'), (51, 61, 'Disk'), (62, 81, 'Dim'), (82, 93, 'Model'), (94, 104, 'OS'), (105, 111, 'Category')]"
64 bit Windows 10 8 GB DDR4  Nexstgo Intel Core i5 Processor (8th Gen) Nexstgo Laptop 35.56 cm (14 inch)  256 GB SSD,"[(0, 17, 'OS'), (18, 28, 'RAM'), (29, 36, 'Model'), (37, 70, 'Processor'), (71, 78, 'Brand'), (79, 85, 'Category'), (86, 105, 'Dim'), (106, 116, 'Disk')]"
Laptop Inspiron AMD APU Dual Core A6 Processor (7th Gen) 39.62 cm (15.6 inch)  Dell 64 bit Windows 10 1 TB HDD 4 GB DDR4 ,"[(0, 6, 'Category'), (7, 15, 'Model'), (16, 56, 'Processor'), (57, 78, 'Dim'), (79, 83, 'Brand'), (84, 101, 'OS'), (102, 110, 'Disk'), (111, 121, 'RAM')]"
Asus AMD APU Quad Core A12 Processor 8 GB DDR4  Laptop Vivo 64 bit Windows 10 39.62 cm (15.6 inch)  512 GB SSD,"[(0, 4, 'Brand'), (5, 36, 'Processor'), (37, 47, 'RAM'), (48, 54, 'Category'), (55, 59, 'Model'), (60, 77, 'OS'), (78, 99, 'Dim'), (100, 110, 'Disk')]"
Intel Core i5 Processor (9th Gen) 1 TB HDD|256 GB SSD HP 39.62 cm (15.6 inch)  Pavilion 8 GB DDR4  64 bit Windows 10 Laptop,"[(0, 33, 'Processor'), (34, 53, 'Disk'), (54, 56, 'Brand'), (57, 78, 'Dim'), (79, 87, 'Model'), (88, 98, 'RAM'), (99, 116, 'OS'), (117, 123, 'Category')]"
33.78 cm (13.3 inch)  Laptop 8 GB DDR3  Mac 256 GB SSD Apple MacBook Air Intel Core i5 Processor (8th Gen),"[(0, 21, 'Dim'), (22, 28, 'Category'), (29, 39, 'RAM'), (40, 43, 'OS'), (44, 54, 'Disk'), (55, 60, 'Brand'), (61, 72, 'Model'), (73, 106, 'Processor')]"
Lenovo 1 TB HDD Ideapad 39.62 cm (15.6 inch)  Intel Core i3 Processor (8th Gen) 64 bit Windows 10 Laptop 8 GB DDR4 ,"[(0, 6, 'Brand'), (7, 15, 'Disk'), (16, 23, 'Model'), (24, 45, 'Dim'), (46, 79, 'Processor'), (80, 97, 'OS'), (98, 104, 'Category'), (105, 115, 'RAM')]"
Pavilion 1 TB HDD|256 GB SSD Laptop HP Intel Core i3 Processor (10th Gen) 35.56 cm (14 inch) Touchscreen  64 bit Windows 10 4 GB DDR4 ,"[(0, 8, 'Model'), (9, 28, 'Disk'), (29, 35, 'Category'), (36, 38, 'Brand'), (39, 73, 'Processor'), (74, 105, 'Dim'), (106, 123, 'OS'), (124, 134, 'RAM')]"
Vivo AMD Ryzen 5 Quad Core Processor 64 bit Windows 10 Laptop 8 GB DDR4  39.62 cm (15.6 inch)  Asus 512 GB SSD,"[(0, 4, 'Model'), (5, 36, 'Processor'), (37, 54, 'OS'), (55, 61, 'Category'), (62, 72, 'RAM'), (73, 94, 'Dim'), (95, 99, 'Brand'), (100, 110, 'Disk')]"
Acer 8 GB DDR4  64 bit Windows 10 Intel Core i5 Processor (7th Gen) 1 TB HDD Aspire Laptop 39.62 cm (15.6 inch) ,"[(0, 4, 'Brand'), (5, 15, 'RAM'), (16, 33, 'OS'), (34, 67, 'Processor'), (68, 76, 'Disk'), (77, 83, 'Model'), (84, 90, 'Category'), (91, 112, 'Dim')]"
Intel Core i3 Processor (7th Gen) HP 1 TB HDD Pavilion Laptop 4 GB DDR4  35.56 cm (14 inch)  64 bit Windows 10,"[(0, 33, 'Processor'), (34, 36, 'Brand'), (37, 45, 'Disk'), (46, 54, 'Model'), (55, 61, 'Category'), (62, 72, 'RAM'), (73, 92, 'Dim'), (93, 110, 'OS')]"
4 GB DDR4  64 bit Windows 10 1 TB HDD 35.56 cm (14 inch) Touchscreen  Intel Core i3 Processor (8th Gen) Laptop Yoga Lenovo,"[(0, 10, 'RAM'), (11, 28, 'OS'), (29, 37, 'Disk'), (38, 69, 'Dim'), (70, 103, 'Processor'), (104, 110, 'Category'), (111, 115, 'Model'), (116, 122, 'Brand')]"
Liber 256 GB SSD 8 GB DDR4  Laptop 35.56 cm (14 inch)  Intel Core i5 Processor (8th Gen) 64 bit Windows 10 Avita,"[(0, 5, 'Model'), (6, 16, 'Disk'), (17, 27, 'RAM'), (28, 34, 'Category'), (35, 54, 'Dim'), (55, 88, 'Processor'), (89, 106, 'OS'), (107, 112, 'Brand')]"
Lenovo Laptop Ideapad 8 GB DDR4  512 GB SSD Intel Core i5 Processor (8th Gen) 39.62 cm (15.6 inch)  64 bit Windows 10,"[(0, 6, 'Brand'), (7, 13, 'Category'), (14, 21, 'Model'), (22, 32, 'RAM'), (33, 43, 'Disk'), (44, 77, 'Processor'), (78, 99, 'Dim'), (100, 117, 'OS')]"
33.78 cm (13.3 inch)  Asus 512 GB SSD 8 GB DDR3  64 bit Windows 10 ZenBook Intel Core i5 Processor (8th Gen) Laptop,"[(0, 21, 'Dim'), (22, 26, 'Brand'), (27, 37, 'Disk'), (38, 48, 'RAM'), (49, 66, 'OS'), (67, 74, 'Model'), (75, 108, 'Processor'), (109, 115, 'Category')]"
16 GB DDR3  512 GB SSD 64 bit Windows 10 Microsoft 34.29 cm (13.5 inch) Touchscreen  Intel Core i7 Processor (7th Gen) Laptop Surface,"[(0, 11, 'RAM'), (12, 22, 'Disk'), (23, 40, 'OS'), (41, 50, 'Brand'), (51, 84, 'Dim'), (85, 118, 'Processor'), (119, 125, 'Category'), (126, 133, 'Model')]"
Lenovo 2 TB HDD|256 GB SSD 64 bit Windows 10 Intel Core i5 Processor (9th Gen) Legion 8 GB DDR4  Laptop 39.62 cm (15.6 inch) ,"[(0, 6, 'Brand'), (7, 26, 'Disk'), (27, 44, 'OS'), (45, 78, 'Processor'), (79, 85, 'Model'), (86, 96, 'RAM'), (97, 103, 'Category'), (104, 125, 'Dim')]"
Intel Core i5 Processor (8th Gen) 35.56 cm (14 inch)  Linux/Ubuntu 1 TB HDD Dell Laptop 4 GB DDR4  Vostro,"[(0, 33, 'Processor'), (34, 53, 'Dim'), (54, 66, 'OS'), (67, 75, 'Disk'), (76, 80, 'Brand'), (81, 87, 'Category'), (88, 98, 'RAM'), (99, 105, 'Model')]"
Laptop HP 64 bit Windows 8.1 Intel Core i3 Processor (4th Gen) 4 GB DDR3  35.2 cm (13.86 inch)  Notebook 500 GB HDD,"[(0, 6, 'Category'), (7, 9, 'Brand'), (10, 28, 'OS'), (29, 62, 'Processor'), (63, 73, 'RAM'), (74, 95, 'Dim'), (96, 104, 'Model'), (105, 115, 'Disk')]"
Intel Core i3 Processor (7th Gen) 1 TB HDD 8 GB DDR4  Zbook Laptop 35.56 cm (14 inch)  64 bit Windows 10 HP,"[(0, 33, 'Processor'), (34, 42, 'Disk'), (43, 53, 'RAM'), (54, 59, 'Model'), (60, 66, 'Category'), (67, 86, 'Dim'), (87, 104, 'OS'), (105, 107, 'Brand')]"
8 GB DDR4  1 TB HDD|128 GB SSD Pavilion 64 bit Windows 10 Laptop Intel Core i7 Processor (8th Gen) 39.62 cm (15.6 inch)  HP,"[(0, 10, 'RAM'), (11, 30, 'Disk'), (31, 39, 'Model'), (40, 57, 'OS'), (58, 64, 'Category'), (65, 98, 'Processor'), (99, 120, 'Dim'), (121, 123, 'Brand')]"
Pavilion HP 64 bit Windows 10 8 GB DDR4  256 GB SSD 33.78 cm (13.3 inch) Touchscreen  Intel Core i5 Processor (8th Gen) Laptop,"[(0, 8, 'Model'), (9, 11, 'Brand'), (12, 29, 'OS'), (30, 40, 'RAM'), (41, 51, 'Disk'), (52, 85, 'Dim'), (86, 119, 'Processor'), (120, 126, 'Category')]"
Laptop Intel Core i7 Processor (8th Gen) 256 GB SSD 31.24 cm (12.3 inch) Touchscreen  SurfacePro 8 GB DDR3  Microsoft 64 bit Windows 10,"[(0, 6, 'Category'), (7, 40, 'Processor'), (41, 51, 'Disk'), (52, 85, 'Dim'), (86, 96, 'Model'), (97, 107, 'RAM'), (108, 117, 'Brand'), (118, 135, 'OS')]"
ROG Asus Laptop 39.62 cm (15.6 inch)  64 bit Windows 10 1 TB HDD Intel Core i5 Processor (9th Gen) 8 GB DDR4 ,"[(0, 3, 'Model'), (4, 8, 'Brand'), (9, 15, 'Category'), (16, 37, 'Dim'), (38, 55, 'OS'), (56, 64, 'Disk'), (65, 98, 'Processor'), (99, 109, 'RAM')]"
Vostro 64 bit Windows 10 1 TB HDD Laptop Intel Core i5 Processor (8th Gen) 35.56 cm (14 inch)  8 GB DDR4  Dell,"[(0, 6, 'Model'), (7, 24, 'OS'), (25, 33, 'Disk'), (34, 40, 'Category'), (41, 74, 'Processor'), (75, 94, 'Dim'), (95, 105, 'RAM'), (106, 110, 'Brand')]"
1 TB HDD|256 GB SSD Vivo 39.62 cm (15.6 inch)  Intel Core i7 Processor (8th Gen) Laptop Asus 64 bit Windows 10 8 GB DDR4 ,"[(0, 19, 'Disk'), (20, 24, 'Model'), (25, 46, 'Dim'), (47, 80, 'Processor'), (81, 87, 'Category'), (88, 92, 'Brand'), (93, 110, 'OS'), (111, 121, 'RAM')]"
64 bit Windows 10 512 GB SSD Laptop 8 GB DDR4  Lenovo Intel Core i3 Processor (10th Gen) Ideapad 35.56 cm (14 inch) Touchscreen ,"[(0, 17, 'OS'), (18, 28, 'Disk'), (29, 35, 'Category'), (36, 46, 'RAM'), (47, 53, 'Brand'), (54, 88, 'Processor'), (89, 96, 'Model'), (97, 128, 'Dim')]"
Intel Core i7 Processor (8th Gen) 16 GB DDR4  512 GB SSD 64 bit Windows 10 Laptop 33.78 cm (13.3 inch) Touchscreen  HP Pavilion,"[(0, 33, 'Processor'), (34, 45, 'RAM'), (46, 56, 'Disk'), (57, 74, 'OS'), (75, 81, 'Category'), (82, 115, 'Dim'), (116, 118, 'Brand'), (119, 127, 'Model')]"
8 GB DDR4  64 bit Windows 10 39.62 cm (15.6 inch)  Pavilion Laptop Intel Core i5 Processor (8th Gen) HP 1 TB HDD|128 GB SSD,"[(0, 10, 'RAM'), (11, 28, 'OS'), (29, 50, 'Dim'), (51, 59, 'Model'), (60, 66, 'Category'), (67, 100, 'Processor'), (101, 103, 'Brand'), (104, 123, 'Disk')]"
Intel Core i5 Processor (10th Gen) 8 GB LPDDR4X  SurfacePro Laptop 256 GB SSD 31.24 cm (12.3 inch) Touchscreen  64 bit Windows 10 Microsoft,"[(0, 34, 'Processor'), (35, 48, 'RAM'), (49, 59, 'Model'), (60, 66, 'Category'), (67, 77, 'Disk'), (78, 111, 'Dim'), (112, 129, 'OS'), (130, 139, 'Brand')]"
Lenovo AMD APU Dual Core A6 Processor 4 GB DDR4  64 bit Windows 10 ThinkPad Edge Series Laptop 39.62 cm (15.6 inch)  500 GB HDD,"[(0, 6, 'Brand'), (7, 37, 'Processor'), (38, 48, 'RAM'), (49, 66, 'OS'), (67, 87, 'Model'), (88, 94, 'Category'), (95, 116, 'Dim'), (117, 127, 'Disk')]"
64 bit Windows 10 Avita 256 GB SSD 35.56 cm (14 inch)  Intel Core i7 Processor (8th Gen) 8 GB DDR4  Laptop Liber,"[(0, 17, 'OS'), (18, 23, 'Brand'), (24, 34, 'Disk'), (35, 54, 'Dim'), (55, 88, 'Processor'), (89, 99, 'RAM'), (100, 106, 'Category'), (107, 112, 'Model')]"
Laptop Legion 1 TB HDD|128 GB SSD 39.62 cm (15.6 inch)  8 GB DDR4  Intel Core i5 Processor (9th Gen) Lenovo 64 bit Windows 10,"[(0, 6, 'Category'), (7, 13, 'Model'), (14, 33, 'Disk'), (34, 55, 'Dim'), (56, 66, 'RAM'), (67, 100, 'Processor'), (101, 107, 'Brand'), (108, 125, 'OS')]"
Laptop Vivo 1 TB HDD Asus 39.62 cm (15.6 inch)  64 bit Windows 10 4 GB DDR4  Intel Core i3 Processor (7th Gen),"[(0, 6, 'Category'), (7, 11, 'Model'), (12, 20, 'Disk'), (21, 25, 'Brand'), (26, 47, 'Dim'), (48, 65, 'OS'), (66, 76, 'RAM'), (77, 110, 'Processor')]"
64 bit Windows 10 Vivo Laptop 8 GB DDR4  Asus 1 TB HDD|128 GB SSD 39.62 cm (15.6 inch)  Intel Core i5 Processor (8th Gen),"[(0, 17, 'OS'), (18, 22, 'Model'), (23, 29, 'Category'), (30, 40, 'RAM'), (41, 45, 'Brand'), (46, 65, 'Disk'), (66, 87, 'Dim'), (88, 121, 'Processor')]"
64 bit Windows 10 8 GB DDR4  35.56 cm (14 inch)  Avita 256 GB SSD Liber Laptop Intel Core i5 Processor (8th Gen),"[(0, 17, 'OS'), (18, 28, 'RAM'), (29, 48, 'Dim'), (49, 54, 'Brand'), (55, 65, 'Disk'), (66, 71, 'Model'), (72, 78, 'Category'), (79, 112, 'Processor')]"
1 TB HDD 64 bit Endl Laptop ZenBook Asus 39.62 cm (15.6 inch)  4 GB DDR4  Intel Core i3 Processor (7th Gen),"[(0, 8, 'Disk'), (9, 20, 'OS'), (21, 27, 'Category'), (28, 35, 'Model'), (36, 40, 'Brand'), (41, 62, 'Dim'), (63, 73, 'RAM'), (74, 107, 'Processor')]"
Ideapad 8 GB DDR4  39.62 cm (15.6 inch)  64 bit Windows 10 Intel Core i5 Processor (9th Gen) Lenovo 1 TB HDD Laptop,"[(0, 7, 'Model'), (8, 18, 'RAM'), (19, 40, 'Dim'), (41, 58, 'OS'), (59, 92, 'Processor'), (93, 99, 'Brand'), (100, 108, 'Disk'), (109, 115, 'Category')]"
HP Laptop 64 bit Windows 10 1 TB HDD|256 GB SSD Intel Core i3 Processor (7th Gen) EliteBook 4 GB DDR4  39.62 cm (15.6 inch) ,"[(0, 2, 'Brand'), (3, 9, 'Category'), (10, 27, 'OS'), (28, 47, 'Disk'), (48, 81, 'Processor'), (82, 91, 'Model'), (92, 102, 'RAM'), (103, 124, 'Dim')]"
Laptop 16 GB DDR4  1 TB HDD|256 GB SSD Acer Intel Core i7 Processor (9th Gen) 39.62 cm (15.6 inch)  64 bit Windows 10 Predator,"[(0, 6, 'Category'), (7, 18, 'RAM'), (19, 38, 'Disk'), (39, 43, 'Brand'), (44, 77, 'Processor'), (78, 99, 'Dim'), (100, 117, 'OS'), (118, 126, 'Model')]"
1 TB HDD 39.62 cm (15.6 inch)  Lenovo Intel Core i5 Processor (8th Gen) 4 GB DDR4  Ideapad 64 bit Windows 10 Laptop,"[(0, 8, 'Disk'), (9, 30, 'Dim'), (31, 37, 'Brand'), (38, 71, 'Processor'), (72, 82, 'RAM'), (83, 90, 'Model'), (91, 108, 'OS'), (109, 115, 'Category')]"
Dell XPS 35.56 cm (14 inch)  64 bit Windows 10 Laptop 4 GB DDR4  Intel Core i3 Processor (7th Gen) 1 TB HDD,"[(0, 4, 'Brand'), (5, 8, 'Model'), (9, 28, 'Dim'), (29, 46, 'OS'), (47, 53, 'Category'), (54, 64, 'RAM'), (65, 98, 'Processor'), (99, 107, 'Disk')]"
512 GB SSD Asus 64 bit Windows 10 33.78 cm (13.3 inch)  Intel Core i7 Processor (8th Gen) Laptop ZenBook 8 GB DDR3 ,"[(0, 10, 'Disk'), (11, 15, 'Brand'), (16, 33, 'OS'), (34, 55, 'Dim'), (56, 89, 'Processor'), (90, 96, 'Category'), (97, 104, 'Model'), (105, 115, 'RAM')]"
35.56 cm (14 inch)  1 TB HDD 8 GB DDR4  Vostro Intel Core i5 Processor (8th Gen) Laptop Linux/Ubuntu Dell,"[(0, 19, 'Dim'), (20, 28, 'Disk'), (29, 39, 'RAM'), (40, 46, 'Model'), (47, 80, 'Processor'), (81, 87, 'Category'), (88, 100, 'OS'), (101, 105, 'Brand')]"
43.94 cm (17.3 inch)  AMD Ryzen 5 Quad Core Processor TUF Gaming 64 bit Windows 10 Laptop Asus 8 GB DDR4  1 TB HDD,"[(0, 21, 'Dim'), (22, 53, 'Processor'), (54, 64, 'Model'), (65, 82, 'OS'), (83, 89, 'Category'), (90, 94, 'Brand'), (95, 105, 'RAM'), (106, 114, 'Disk')]"
39.62 cm (15.6 inch)  64 bit Windows 10 Acer 1 TB HDD|256 GB SSD AMD Ryzen 5 Quad Core Processor Nitro Laptop 8 GB DDR4 ,"[(0, 21, 'Dim'), (22, 39, 'OS'), (40, 44, 'Brand'), (45, 64, 'Disk'), (65, 96, 'Processor'), (97, 102, 'Model'), (103, 109, 'Category'), (110, 120, 'RAM')]"
Intel Core i7 Processor (9th Gen) 39.62 cm (15.6 inch)  Laptop Zbook HP 1 TB HDD|512 GB SSD 16 GB DDR4  Windows 10,"[(0, 33, 'Processor'), (34, 55, 'Dim'), (56, 62, 'Category'), (63, 68, 'Model'), (69, 71, 'Brand'), (72, 91, 'Disk'), (92, 103, 'RAM'), (104, 114, 'OS')]"
Laptop 64 bit Windows 10 4 GB DDR4  Vivobook 39.62 cm (15.6 inch)  1 TB HDD Asus Intel Core i3 Processor (8th Gen),"[(0, 6, 'Category'), (7, 24, 'OS'), (25, 35, 'RAM'), (36, 44, 'Model'), (45, 66, 'Dim'), (67, 75, 'Disk'), (76, 80, 'Brand'), (81, 114, 'Processor')]"
64 bit Windows 10 Laptop 39.62 cm (15.6 inch)  Acer 1 TB HDD|128 GB SSD Intel Core i5 Processor (8th Gen) 8 GB DDR4  Predator,"[(0, 17, 'OS'), (18, 24, 'Category'), (25, 46, 'Dim'), (47, 51, 'Brand'), (52, 71, 'Disk'), (72, 105, 'Processor'), (106, 116, 'RAM'), (117, 125, 'Model')]"
Precision Intel Core i7 Processor (8th Gen) 33.78 cm (13.3 inch)  16 GB DDR4  Dell 512 GB SSD 64 bit Windows 10 Laptop,"[(0, 9, 'Model'), (10, 43, 'Processor'), (44, 65, 'Dim'), (66, 77, 'RAM'), (78, 82, 'Brand'), (83, 93, 'Disk'), (94, 111, 'OS'), (112, 118, 'Category')]"
8 GB DDR3  Laptop Packard Bell 35.56 cm (14 inch)  Acer Intel Core i5 Processor (8th Gen) 64 bit Windows 10 512 GB SSD,"[(0, 10, 'RAM'), (11, 17, 'Category'), (18, 30, 'Model'), (31, 50, 'Dim'), (51, 55, 'Brand'), (56, 89, 'Processor'), (90, 107, 'OS'), (108, 118, 'Disk')]"
HP Zbook Laptop 35.56 cm (14 inch)  64 bit Windows 10 8 GB DDR4  Intel Core i5 Processor (8th Gen) 1 TB HDD,"[(0, 2, 'Brand'), (3, 8, 'Model'), (9, 15, 'Category'), (16, 35, 'Dim'), (36, 53, 'OS'), (54, 64, 'RAM'), (65, 98, 'Processor'), (99, 107, 'Disk')]"
8 GB DDR4  Asus Laptop Intel Ryzen 5 Quad Core Processor 39.62 cm (15.6 inch)  Vivo 64 bit Windows 10 512 GB SSD,"[(0, 10, 'RAM'), (11, 15, 'Brand'), (16, 22, 'Category'), (23, 56, 'Processor'), (57, 78, 'Dim'), (79, 83, 'Model'), (84, 101, 'OS'), (102, 112, 'Disk')]"
Intel Core i5 Processor (9th Gen) Laptop 8 GB DDR4  Acer Predator 43.94 cm (17.3 inch)  64 bit Windows 10 1 TB HDD|256 GB SSD,"[(0, 33, 'Processor'), (34, 40, 'Category'), (41, 51, 'RAM'), (52, 56, 'Brand'), (57, 65, 'Model'), (66, 87, 'Dim'), (88, 105, 'OS'), (106, 125, 'Disk')]"
HP Laptop D 500 GB HDD 4 GB DDR3  Intel Core i3 Processor (5th Gen) Notebook 39.62 cm (15.6 inch) ,"[(0, 2, 'Brand'), (3, 9, 'Category'), (10, 11, 'OS'), (12, 22, 'Disk'), (23, 33, 'RAM'), (34, 67, 'Processor'), (68, 76, 'Model'), (77, 98, 'Dim')]"
8 GB DDR4  Laptop Vivo 39.62 cm (15.6 inch)  64 bit Windows 10 Asus 1 TB HDD Intel Core i5 Processor (8th Gen),"[(0, 10, 'RAM'), (11, 17, 'Category'), (18, 22, 'Model'), (23, 44, 'Dim'), (45, 62, 'OS'), (63, 67, 'Brand'), (68, 76, 'Disk'), (77, 110, 'Processor')]"
256 GB SSD 35.56 cm (14 inch)  Intel Core i5 Processor (8th Gen) 64 bit Windows 10 Liber 8 GB DDR4  Avita Laptop,"[(0, 10, 'Disk'), (11, 30, 'Dim'), (31, 64, 'Processor'), (65, 82, 'OS'), (83, 88, 'Model'), (89, 99, 'RAM'), (100, 105, 'Brand'), (106, 112, 'Category')]"
Asus 35.56 cm (14 inch)  Intel Core i5 Processor (8th Gen) 8 GB DDR4  Vivo Laptop 512 GB SSD 64 bit Windows 10,"[(0, 4, 'Brand'), (5, 24, 'Dim'), (25, 58, 'Processor'), (59, 69, 'RAM'), (70, 74, 'Model'), (75, 81, 'Category'), (82, 92, 'Disk'), (93, 110, 'OS')]"
Intel Core i7 Processor (8th Gen) 64 bit Windows 10 1 TB HDD Asus 39.62 cm (15.6 inch)  8 GB DDR4  Laptop Vivo,"[(0, 33, 'Processor'), (34, 51, 'OS'), (52, 60, 'Disk'), (61, 65, 'Brand'), (66, 87, 'Dim'), (88, 98, 'RAM'), (99, 105, 'Category'), (106, 110, 'Model')]"
33.78 cm (13.3 inch)  Intel Core i5 Processor (10th Gen) 512 GB SSD 8 GB DDR4  Laptop Ideapad Lenovo 64 bit Windows 10,"[(0, 21, 'Dim'), (22, 56, 'Processor'), (57, 67, 'Disk'), (68, 78, 'RAM'), (79, 85, 'Category'), (86, 93, 'Model'), (94, 100, 'Brand'), (101, 118, 'OS')]"
Asus 39.62 cm (15.6 inch)  Laptop ROG 64 bit Windows 10 AMD Ryzen 7 Quad Core Processor 16 GB DDR4  512 GB SSD,"[(0, 4, 'Brand'), (5, 26, 'Dim'), (27, 33, 'Category'), (34, 37, 'Model'), (38, 55, 'OS'), (56, 87, 'Processor'), (88, 99, 'RAM'), (100, 110, 'Disk')]"
Laptop 64 bit Windows 10 4 GB DDR4  1 TB HDD Intel Pentium Gold Processor Notebook HP 39.62 cm (15.6 inch) ,"[(0, 6, 'Category'), (7, 24, 'OS'), (25, 35, 'RAM'), (36, 44, 'Disk'), (45, 73, 'Processor'), (74, 82, 'Model'), (83, 85, 'Brand'), (86, 107, 'Dim')]"
ROG 1 TB HDD|256 GB SSD Asus 8 GB DDR4  Intel Core i7 Processor (9th Gen) Laptop 39.62 cm (15.6 inch)  64 bit Windows 10,"[(0, 3, 'Model'), (4, 23, 'Disk'), (24, 28, 'Brand'), (29, 39, 'RAM'), (40, 73, 'Processor'), (74, 80, 'Category'), (81, 102, 'Dim'), (103, 120, 'OS')]"
64 bit Windows 10 Acer 1 TB HDD|256 GB SSD Laptop Predator Intel Core i5 Processor (9th Gen) 16 GB DDR4  39.62 cm (15.6 inch) ,"[(0, 17, 'OS'), (18, 22, 'Brand'), (23, 42, 'Disk'), (43, 49, 'Category'), (50, 58, 'Model'), (59, 92, 'Processor'), (93, 104, 'RAM'), (105, 126, 'Dim')]"
Intel Core i3 Processor (7th Gen) Laptop 1 TB HDD 39.62 cm (15.6 inch)  Asus 4 GB DDR4  Vivo 64 bit Windows 10,"[(0, 33, 'Processor'), (34, 40, 'Category'), (41, 49, 'Disk'), (50, 71, 'Dim'), (72, 76, 'Brand'), (77, 87, 'RAM'), (88, 92, 'Model'), (93, 110, 'OS')]"
Nitro 64 bit Windows 10 8 GB DDR4  Laptop Acer Intel Core i7 Processor (9th Gen) 1 TB HDD|256 GB SSD 39.62 cm (15.6 inch) ,"[(0, 5, 'Model'), (6, 23, 'OS'), (24, 34, 'RAM'), (35, 41, 'Category'), (42, 46, 'Brand'), (47, 80, 'Processor'), (81, 100, 'Disk'), (101, 122, 'Dim')]"
Intel Core i5 Processor (8th Gen) 39.62 cm (15.6 inch)  Lenovo 64 bit Windows 10 Laptop 1 TB HDD 4 GB DDR4  Ideapad,"[(0, 33, 'Processor'), (34, 55, 'Dim'), (56, 62, 'Brand'), (63, 80, 'OS'), (81, 87, 'Category'), (88, 96, 'Disk'), (97, 107, 'RAM'), (108, 115, 'Model')]"
HP 64 bit Windows 10 Envy Laptop 4 GB DDR4  39.62 cm (15.6 inch)  AMD Ryzen 5 Dual Core Processor 1 TB HDD,"[(0, 2, 'Brand'), (3, 20, 'OS'), (21, 25, 'Model'), (26, 32, 'Category'), (33, 43, 'RAM'), (44, 65, 'Dim'), (66, 97, 'Processor'), (98, 106, 'Disk')]"
